key,subset,split,reader,native_side,outcome,resampling,artery_dice,vein_dice,vessels_dice,artery_cldice,vein_cldice,vessels_cldice,artery_betti,vein_betti,vessels_betti,said_artery_px,said_vein_px,truth_artery_px,truth_vein_px,note
12_h,main,unspecified,expert,3268,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.776151,0.815475,0.839396,0.763321,0.819067,0.847395,147.000000,139.000000,328.000000,315278,369748,441111,482104,
13_dr,main,unspecified,expert,3268,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.708424,0.766109,0.771524,0.647698,0.711298,0.728398,183.000000,159.000000,328.000000,232525,316367,260767,339639,
13_g,main,unspecified,expert,3270,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.710616,0.737526,0.742185,0.708110,0.705500,0.725730,174.000000,202.000000,419.000000,232121,289528,255701,315614,
13_h,main,unspecified,expert,3268,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.799031,0.812198,0.841636,0.813985,0.829192,0.864603,124.000000,115.000000,270.000000,309732,326581,384652,378028,
14_dr,main,unspecified,expert,3269,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.612850,0.694655,0.734156,0.537050,0.584203,0.680826,300.000000,293.000000,483.000000,256356,323473,352566,393018,
14_g,main,unspecified,expert,3269,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.661209,0.728673,0.728617,0.635892,0.652352,0.687591,169.000000,149.000000,309.000000,221786,260159,287551,319209,
14_h,main,unspecified,expert,3268,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.768960,0.802093,0.817385,0.803642,0.817652,0.847225,153.000000,138.000000,312.000000,299680,316556,385581,376144,
15_dr,main,unspecified,expert,3268,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.685712,0.722136,0.741244,0.656849,0.688280,0.723403,148.000000,156.000000,312.000000,264123,329983,269999,311447,
15_g,main,unspecified,expert,3268,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.694293,0.760550,0.750933,0.686247,0.700770,0.711404,170.000000,149.000000,325.000000,266749,302523,300651,325709,
15_h,main,unspecified,expert,3268,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.795067,0.825203,0.838072,0.835272,0.874339,0.883163,122.000000,113.000000,259.000000,265910,313125,328088,349771,
