key,tortuosity/hart-tau1/artery,tortuosity/hart-tau1/vein,tortuosity/hart-tau2/artery,tortuosity/hart-tau2/vein,tortuosity/hart-tau3/artery,tortuosity/hart-tau3/vein,tortuosity/hart-tau4/artery,tortuosity/hart-tau4/vein,tortuosity/hart-tau5/artery,tortuosity/hart-tau5/vein,tortuosity/hart-tau6/artery,tortuosity/hart-tau6/vein,tortuosity/hart-tau7/artery,tortuosity/hart-tau7/vein,tortuosity/grisan-density/artery,tortuosity/grisan-density/vein,tortuosity/arc-chord-times-inflections/artery,tortuosity/arc-chord-times-inflections/vein,tortuosity/spline-mean-curvature/artery,tortuosity/spline-mean-curvature/vein,tortuosity/inflection-count/artery,tortuosity/inflection-count/vein,vessel-calibre/mean-width/artery,vessel-calibre/mean-width/vein,vessel-calibre/median-width/artery,vessel-calibre/median-width/vein,central-retinal-equivalents/knudtson/artery,central-retinal-equivalents/knudtson/vein,central-retinal-equivalents/hubbard/artery,central-retinal-equivalents/hubbard/vein,avr/knudtson/both,avr/hubbard/both,avr/ratio-of-calibres/both,vascular-density/over-field-of-view/vessels,vascular-density/over-image/vessels,fractal-dimension/box-counting/artery,fractal-dimension/box-counting/vein,fractal-dimension/box-counting/vessels,fractal-dimension/multifractal-d0/artery,fractal-dimension/multifractal-d0/vein,fractal-dimension/multifractal-d0/vessels,fractal-dimension/multifractal-d1/artery,fractal-dimension/multifractal-d1/vein,fractal-dimension/multifractal-d1/vessels,fractal-dimension/multifractal-d2/artery,fractal-dimension/multifractal-d2/vein,fractal-dimension/multifractal-d2/vessels,vessel-area-and-length/area/artery,vessel-area-and-length/area/vein,vessel-area-and-length/area/vessels,vessel-area-and-length/skeleton-length/artery,vessel-area-and-length/skeleton-length/vein,vessel-area-and-length/skeleton-length/vessels,sparsity/mean-distance/artery,sparsity/mean-distance/vein,sparsity/mean-distance/vessels,sparsity/max-distance/artery,sparsity/max-distance/vein,sparsity/max-distance/vessels,junction-counts/junctions/artery,junction-counts/junctions/vein,junction-counts/junctions/vessels,junction-counts/endpoints/artery,junction-counts/endpoints/vein,junction-counts/endpoints/vessels,junction-counts/components/artery,junction-counts/components/vein,junction-counts/components/vessels,bifurcation-angle/between-daughters/artery,bifurcation-angle/between-daughters/vein
sinusoid-2048-060,1.3726353649612704,1.3726353649612704,5.650851647376138,5.650851647376138,0.09134776760817569,0.0913477676081757,0.008375630849661326,0.00837563084966133,0.00013539466759527954,0.0001353946675952796,0.01149668710810575,0.011496687108105754,0.0001858475089684564,0.0001858475089684565,0.001104632169379188,0.0011046321693791896,2.7452707299225407,2.7452707299225407,0.008375630849661326,0.00837563084966133,2.0,2.0,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.00839067813517502,0.006590023197025588,,,,,,,,,,,,,10995.905683201963,16644.65497217525,27640.560655377212,674.6777345857636,674.6777345857633,1349.355469171527,524.1124678013273,653.5744442375064,424.4439504675659,953.2122320330607,1389.421169207903,953.2122320330607,,,0.0,2.0,2.0,4.0,,,2.0,,
sinusoid-2048-090,1.3726353649612704,1.3726353649612704,5.650851647376138,5.650851647376138,0.09134776760817569,0.0913477676081757,0.008375630849661326,0.00837563084966133,0.00013539466759527954,0.0001353946675952796,0.01149668710810575,0.011496687108105754,0.0001858475089684564,0.0001858475089684565,0.001104632169379188,0.0011046321693791896,2.7452707299225407,2.7452707299225407,0.008375630849661326,0.00837563084966133,2.0,2.0,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.00839067813517502,0.006590023197025588,,,,,,,,,,,,,10995.905683201963,16644.65497217525,27640.560655377212,674.6777345857636,674.6777345857633,1349.355469171527,524.1124678013273,653.5744442375064,424.4439504675659,953.2122320330607,1389.421169207903,953.2122320330607,,,0.0,2.0,2.0,4.0,,,2.0,,
bifurcation-2048-000,1.0,1.0000000000000002,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.010293597118099872,0.008084572271308906,,,,,,,,,,,,,13382.70578948924,20526.448026350787,33909.15381584003,798.72,798.7199999999999,1597.44,501.6745309618135,592.7765776208996,402.3162514319927,988.0205620367483,1360.7267352293334,988.0205620367483,1.0,1.0,2.0,3.0,3.0,6.0,1.0,1.0,2.0,60.0,60.0
bifurcation-2048-030,1.0,1.0000000000000002,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.010293597118099872,0.008084572271308906,,,,,,,,,,,,,13382.70578948924,20526.448026350787,33909.15381584003,798.72,798.7199999999999,1597.44,501.6745309618135,592.7765776208996,402.3162514319927,988.0205620367483,1360.7267352293334,988.0205620367483,1.0,1.0,2.0,3.0,3.0,6.0,1.0,1.0,2.0,60.0,60.0
bifurcation-2048-060,1.0,1.0000000000000002,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.010293597118099872,0.008084572271308906,,,,,,,,,,,,,13382.70578948924,20526.448026350787,33909.15381584003,798.72,798.7199999999999,1597.44,501.6745309618135,592.7765776208996,402.3162514319927,988.0205620367483,1360.7267352293334,988.0205620367483,1.0,1.0,2.0,3.0,3.0,6.0,1.0,1.0,2.0,60.0,60.0
bifurcation-2048-090,1.0,1.0000000000000002,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.010293597118099872,0.008084572271308906,,,,,,,,,,,,,13382.70578948924,20526.448026350787,33909.15381584003,798.72,798.7199999999999,1597.44,501.6745309618135,592.7765776208996,402.3162514319927,988.0205620367483,1360.7267352293334,988.0205620367483,1.0,1.0,2.0,3.0,3.0,6.0,1.0,1.0,2.0,60.0,60.0
deep-bifurcation-2048-000,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.034740226638554715,0.02728491019793198,,,,,,,,,,,,,44449.47445625443,69991.73352657247,114441.20798282689,2501.632,2501.6320000000005,5003.264000000001,433.6134429805486,497.4471006972859,326.8026749106904,965.2199959956711,1232.187425145502,851.3631449387473,7.0,7.0,14.0,16.0,16.0,32.0,1.0,1.0,2.0,50.0,50.0
deep-bifurcation-2048-030,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.034740226638554715,0.02728491019793198,,,,,,,,,,,,,44449.47445625443,69991.73352657247,114441.20798282689,2501.632,2501.6320000000005,5003.264000000001,433.6134429805486,497.4471006972859,326.8026749106904,965.2199959956711,1232.187425145502,851.3631449387473,7.0,7.0,14.0,16.0,16.0,32.0,1.0,1.0,2.0,50.0,50.0
deep-bifurcation-2048-060,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.034740226638554715,0.02728491019793198,,,,,,,,,,,,,44449.47445625443,69991.73352657247,114441.20798282689,2501.632,2501.6320000000005,5003.264000000001,433.6134429805486,497.4471006972859,326.8026749106904,965.2199959956711,1232.187425145502,851.3631449387473,7.0,7.0,14.0,16.0,16.0,32.0,1.0,1.0,2.0,50.0,50.0
deep-bifurcation-2048-090,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.034740226638554715,0.02728491019793198,,,,,,,,,,,,,44449.47445625443,69991.73352657247,114441.20798282689,2501.632,2501.6320000000005,5003.264000000001,433.6134429805486,497.4471006972859,326.8026749106904,965.2199959956711,1232.187425145502,851.3631449387473,7.0,7.0,14.0,16.0,16.0,32.0,1.0,1.0,2.0,50.0,50.0
disjoint-2048-000,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.03461388243827776,0.02718567969507854,,,,,,,,,,,,,45368.72771931898,68656.27736846772,114025.0050877867,2785.2799999999997,2785.2799999999997,5570.5599999999995,330.1830251907023,326.24960154570397,292.3990847636824,1043.6398957818215,1039.6398957818215,1033.6237662419192,0.0,0.0,0.0,8.0,8.0,16.0,4.0,4.0,8.0,,
disjoint-2048-030,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.03461388243827776,0.02718567969507854,,,,,,,,,,,,,45368.72771931898,68656.27736846772,114025.0050877867,2785.2799999999997,2785.2799999999997,5570.5599999999995,330.1830251907023,326.24960154570397,292.3990847636824,1043.6398957818215,1039.6398957818215,1033.6237662419192,0.0,0.0,0.0,8.0,8.0,16.0,4.0,4.0,8.0,,
disjoint-2048-060,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.03461388243827776,0.02718567969507854,,,,,,,,,,,,,45368.72771931898,68656.27736846772,114025.0050877867,2785.2799999999997,2785.2799999999997,5570.5599999999995,330.1830251907023,326.24960154570397,292.3990847636824,1043.6398957818215,1039.6398957818215,1033.6237662419192,0.0,0.0,0.0,8.0,8.0,16.0,4.0,4.0,8.0,,
disjoint-2048-090,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.03461388243827776,0.02718567969507854,,,,,,,,,,,,,45368.72771931898,68656.27736846772,114025.0050877867,2785.2799999999997,2785.2799999999997,5570.5599999999995,330.1830251907023,326.24960154570397,292.3990847636824,1043.6398957818215,1039.6398957818215,1033.6237662419192,0.0,0.0,0.0,8.0,8.0,16.0,4.0,4.0,8.0,,
koch-2048-000,3.160493827160491,3.160493827160491,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.02692067569052577,0.02114344924475727,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,35412.50291748404,53269.550823598365,88682.0537410824,2200.7150617283933,2200.7150617283933,4401.4301234567865,483.4296545759114,595.5083919848314,364.4395992921415,1015.2502936123584,1365.023603187833,902.7426046628609,,,0.0,2.0,2.0,4.0,,,2.0,,
koch-2048-030,3.160493827160491,3.160493827160491,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.02692067569052577,0.02114344924475727,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,35412.50291748404,53269.550823598365,88682.0537410824,2200.7150617283933,2200.7150617283933,4401.4301234567865,483.4296545759114,595.5083919848314,364.4395992921415,1015.2502936123584,1365.023603187833,902.7426046628609,,,0.0,2.0,2.0,4.0,,,2.0,,
koch-2048-060,3.160493827160491,3.160493827160491,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.02692067569052577,0.02114344924475727,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,35412.50291748404,53269.550823598365,88682.0537410824,2200.7150617283933,2200.7150617283933,4401.4301234567865,483.4296545759114,595.5083919848314,364.4395992921415,1015.2502936123584,1365.023603187833,902.7426046628609,,,0.0,2.0,2.0,4.0,,,2.0,,
koch-2048-090,3.160493827160491,3.160493827160491,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,,,,,,,0.6666666666666666,0.02692067569052577,0.02114344924475727,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,1.2618595071429148,35412.50291748404,53269.550823598365,88682.0537410824,2200.7150617283933,2200.7150617283933,4401.4301234567865,483.4296545759114,595.5083919848314,364.4395992921415,1015.2502936123584,1365.023603187833,902.7426046628609,,,0.0,2.0,2.0,4.0,,,2.0,,
spokes-macula-centred-2048-000,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,27.97487818001744,51.302659931040594,151.72174035621904,224.9845980950696,0.5452909891537863,0.6743650082753995,0.6666666666666666,0.03004090460100886,0.023594071300430314,,,,,,,,,,,,,39222.371578978484,59738.33605270159,98960.70763168007,2376.0,2376.0,4752.0,320.7971256752139,316.88524769908844,271.36067533718864,894.2758779885451,961.1328867774076,859.0442664593313,,,0.0,12.0,12.0,24.0,6.0,6.0,12.0,,
spokes-macula-centred-2048-030,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,27.97487818001744,51.302659931040594,151.72174035621904,224.9845980950696,0.5452909891537863,0.6743650082753995,0.6666666666666666,0.03004090460100886,0.023594071300430314,,,,,,,,,,,,,39222.371578978484,59738.33605270159,98960.70763168007,2376.0,2376.0,4752.0,320.7971256752139,316.88524769908844,271.36067533718864,894.2758779885451,961.1328867774076,859.0442664593313,,,0.0,12.0,12.0,24.0,6.0,6.0,12.0,,
spokes-macula-centred-2048-060,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,27.97487818001744,51.302659931040594,151.72174035621904,224.9845980950696,0.5452909891537863,0.6743650082753995,0.6666666666666666,0.03004090460100886,0.023594071300430314,,,,,,,,,,,,,39222.371578978484,59738.33605270159,98960.70763168007,2376.0,2376.0,4752.0,320.7971256752139,316.88524769908844,271.36067533718864,894.2758779885451,961.1328867774076,859.0442664593313,,,0.0,12.0,12.0,24.0,6.0,6.0,12.0,,
spokes-macula-centred-2048-090,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,27.97487818001744,51.302659931040594,151.72174035621904,224.9845980950696,0.5452909891537863,0.6743650082753995,0.6666666666666666,0.03004090460100886,0.023594071300430314,,,,,,,,,,,,,39222.371578978484,59738.33605270159,98960.70763168007,2376.0,2376.0,4752.0,320.7971256752139,316.88524769908844,271.36067533718864,894.2758779885451,961.1328867774076,859.0442664593313,,,0.0,12.0,12.0,24.0,6.0,6.0,12.0,,
spokes-disc-centred-2048-000,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,27.97487818001744,51.302659931040594,151.72174035621904,224.9845980950696,0.5452909891537863,0.6743650082753995,0.6666666666666666,0.03004090460100886,0.023594071300430314,,,,,,,,,,,,,39222.371578978484,59738.33605270159,98960.70763168007,2376.0,2376.0,4752.0,244.80792798514946,240.8640868146748,192.13770866670728,588.2472533920878,584.2472533920878,479.4956764814926,,,0.0,12.0,12.0,24.0,6.0,6.0,12.0,,
spokes-disc-centred-2048-030,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,27.97487818001744,51.302659931040594,151.72174035621904,224.9845980950696,0.5452909891537863,0.6743650082753995,0.6666666666666666,0.03004090460100886,0.023594071300430314,,,,,,,,,,,,,39222.371578978484,59738.33605270159,98960.70763168007,2376.0,2376.0,4752.0,244.80792798514946,240.8640868146748,192.13770866670728,588.2472533920878,584.2472533920878,479.4956764814926,,,0.0,12.0,12.0,24.0,6.0,6.0,12.0,,
spokes-disc-centred-2048-060,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,27.97487818001744,51.302659931040594,151.72174035621904,224.9845980950696,0.5452909891537863,0.6743650082753995,0.6666666666666666,0.03004090460100886,0.023594071300430314,,,,,,,,,,,,,39222.371578978484,59738.33605270159,98960.70763168007,2376.0,2376.0,4752.0,244.80792798514946,240.8640868146748,192.13770866670728,588.2472533920878,584.2472533920878,479.4956764814926,,,0.0,12.0,12.0,24.0,6.0,6.0,12.0,,
spokes-disc-centred-2048-090,1.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,16.0,24.0,27.97487818001744,51.302659931040594,151.72174035621904,224.9845980950696,0.5452909891537863,0.6743650082753995,0.6666666666666666,0.03004090460100886,0.023594071300430314,,,,,,,,,,,,,39222.371578978484,59738.33605270159,98960.70763168007,2376.0,2376.0,4752.0,244.80792798514946,240.8640868146748,192.13770866670728,588.2472533920878,584.2472533920878,479.4956764814926,,,0.0,12.0,12.0,24.0,6.0,6.0,12.0,,
