key,grade,readers,outcome,verdict,gradeable,bad,good,usable,note
train_local1_152,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002386,0.997614,0.000014,0.002372,
train_local1_153,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.003284,0.996716,0.000017,0.003267,
train_local1_154,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.006457,0.993544,0.000030,0.006427,
train_local1_155,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002255,0.997745,0.000012,0.002244,
train_local1_156,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002274,0.997727,0.000012,0.002261,
train_local1_157,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002350,0.997650,0.000013,0.002337,
train_local1_158,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002060,0.997940,0.000009,0.002051,
train_local1_159,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.005650,0.994350,0.000031,0.005619,
train_local1_16,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.183706,0.816294,0.002587,0.181119,
train_local1_17,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.886248,0.113752,0.122681,0.763566,
train_local1_18,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.845106,0.154894,0.232915,0.612191,
train_local1_19,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.753630,0.246370,0.048496,0.705135,
train_local1_2,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.768569,0.231431,0.069768,0.698801,
train_local1_20,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.735125,0.264875,0.079554,0.655571,
train_local1_21,good,annotator1=good;annotator2=bad;annotator3=bad;consensus=good,graded,bad,0.457328,0.542672,0.013943,0.443385,
train_local1_22,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.760097,0.239903,0.086768,0.673329,
train_local1_23,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.934594,0.065406,0.557255,0.377339,
train_local1_24,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.766107,0.233893,0.341635,0.424471,
train_local1_25,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.693728,0.306272,0.232492,0.461236,
train_local1_26,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.928667,0.071333,0.264762,0.663905,
train_local1_27,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.887459,0.112541,0.109276,0.778183,
train_local1_28,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.107076,0.892924,0.001537,0.105539,
train_local1_29,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.899841,0.100159,0.321101,0.578739,
train_local1_3,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.786340,0.213660,0.392878,0.393462,
train_local1_30,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.528330,0.471670,0.033002,0.495328,
train_local1_31,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.979620,0.020380,0.776074,0.203546,
train_local1_32,good,annotator1=good;annotator2=bad;annotator3=good;consensus=good,graded,bad,0.335708,0.664292,0.011419,0.324289,
train_local1_33,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.574801,0.425199,0.038605,0.536196,
train_local1_34,good,annotator1=good;annotator2=bad;annotator3=good;consensus=good,graded,bad,0.246038,0.753962,0.008301,0.237737,
train_local1_35,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,0.124493,0.875507,0.011072,0.113421,
train_local1_36,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.020178,0.979822,0.000376,0.019802,
train_local1_37,good,annotator1=good;annotator2=bad;annotator3=bad;consensus=good,graded,bad,0.007591,0.992409,0.000105,0.007486,
train_local1_38,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,0.032243,0.967757,0.000325,0.031917,
train_local1_39,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,0.077936,0.922064,0.001216,0.076720,
train_local1_4,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.597412,0.402588,0.043337,0.554076,
train_local1_40,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,0.037094,0.962906,0.003612,0.033482,
train_local1_41,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,0.062993,0.937007,0.002109,0.060883,
train_local1_42,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,0.018027,0.981973,0.000666,0.017361,
train_local1_43,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,0.242603,0.757397,0.034996,0.207606,
train_local1_44,good,annotator1=good;annotator2=bad;annotator3=good;consensus=good,graded,bad,0.097450,0.902550,0.004870,0.092580,
train_local1_45,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,0.025691,0.974309,0.003416,0.022275,
train_local1_46,bad,annotator1=bad;annotator2=bad;annotator3=good;consensus=bad,graded,bad,0.371646,0.628354,0.021232,0.350414,
train_local1_47,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002531,0.997468,0.000020,0.002512,
train_local1_48,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.007091,0.992909,0.000112,0.006979,
train_local1_49,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.004686,0.995314,0.000034,0.004652,
train_local1_5,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.603212,0.396788,0.013926,0.589286,
train_local1_50,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.004434,0.995566,0.000046,0.004388,
train_local1_51,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.023513,0.976487,0.000519,0.022994,
train_local1_52,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.016453,0.983546,0.000323,0.016130,
train_local1_53,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.007112,0.992888,0.000050,0.007062,
train_local1_54,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.010349,0.989651,0.000123,0.010226,
train_local1_55,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.001998,0.998002,0.000011,0.001987,
train_local1_56,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.003212,0.996788,0.000019,0.003194,
train_local1_57,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002158,0.997842,0.000018,0.002140,
train_local1_58,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.001868,0.998132,0.000009,0.001859,
train_local1_59,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.003405,0.996595,0.000035,0.003370,
train_local1_6,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.898740,0.101260,0.173431,0.725309,
train_local1_60,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002750,0.997250,0.000016,0.002734,
train_local1_61,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.006948,0.993052,0.000052,0.006896,
train_local1_62,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002971,0.997028,0.000018,0.002954,
train_local1_63,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.003001,0.996999,0.000028,0.002973,
train_local1_64,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002550,0.997450,0.000014,0.002537,
train_local1_65,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.004926,0.995074,0.000053,0.004873,
train_local1_66,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.003597,0.996403,0.000018,0.003579,
train_local1_67,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.148839,0.851161,0.001961,0.146878,
train_local1_68,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.127319,0.872681,0.001839,0.125479,
train_local1_69,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.246522,0.753478,0.006800,0.239721,
train_local1_7,good,annotator1=good;annotator2=bad;annotator3=good;consensus=good,graded,bad,0.440342,0.559658,0.020935,0.419407,
train_local1_70,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.129089,0.870911,0.002526,0.126562,
train_local1_71,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.009530,0.990470,0.000045,0.009485,
train_local1_72,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.026974,0.973026,0.000118,0.026856,
train_local1_73,good,annotator1=bad;annotator2=good;annotator3=bad;consensus=good,graded,usable,0.629911,0.370089,0.059766,0.570144,
train_local1_74,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.006580,0.993420,0.000092,0.006488,
train_local1_75,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.001912,0.998088,0.000010,0.001902,
train_local1_76,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002327,0.997673,0.000012,0.002315,
train_local1_77,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.001837,0.998163,0.000008,0.001828,
train_local1_78,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002677,0.997323,0.000015,0.002662,
train_local1_79,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002378,0.997622,0.000014,0.002364,
train_local1_8,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.550907,0.449093,0.034703,0.516204,
train_local1_80,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.003418,0.996582,0.000034,0.003385,
train_local1_81,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.003176,0.996824,0.000028,0.003148,
train_local1_82,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.010514,0.989486,0.000042,0.010472,
train_local1_83,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002194,0.997806,0.000011,0.002182,
train_local1_84,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.067550,0.932450,0.000865,0.066686,
train_local1_85,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.135968,0.864032,0.002164,0.133804,
train_local1_86,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.018790,0.981210,0.000111,0.018680,
train_local1_87,bad,annotator1=bad;annotator2=bad;annotator3=good;consensus=bad,graded,bad,0.364247,0.635753,0.090075,0.274172,
train_local1_88,bad,annotator1=bad;annotator2=bad;annotator3=good;consensus=bad,graded,bad,0.272906,0.727094,0.024375,0.248531,
train_local1_89,bad,annotator1=bad;annotator2=bad;annotator3=good;consensus=bad,graded,usable,0.876859,0.123141,0.410808,0.466051,
train_local1_9,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.523783,0.476217,0.021099,0.502683,
train_local1_90,bad,annotator1=bad;annotator2=bad;annotator3=good;consensus=bad,graded,usable,0.653100,0.346900,0.049404,0.603696,
train_local1_91,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.059508,0.940492,0.001289,0.058219,
train_local1_92,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.043216,0.956784,0.000438,0.042777,
train_local1_93,bad,annotator1=bad;annotator2=bad;annotator3=good;consensus=bad,graded,bad,0.025808,0.974192,0.000709,0.025099,
train_local1_94,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.102765,0.897235,0.004196,0.098569,
train_local1_95,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.053717,0.946283,0.000475,0.053242,
train_local1_96,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.010632,0.989368,0.000075,0.010557,
train_local1_97,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.074598,0.925402,0.001591,0.073007,
train_local1_98,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.038604,0.961396,0.000217,0.038387,
train_local1_99,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.037828,0.962172,0.000167,0.037660,
train_local2_1,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.951475,0.048525,0.522970,0.428505,
train_local2_10,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.797293,0.202707,0.263402,0.533891,
train_local2_11,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.641127,0.358873,0.054826,0.586301,
train_local2_12,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,0.546808,0.453192,0.209038,0.337770,
train_local2_13,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.647511,0.352489,0.042268,0.605243,
train_local2_14,good,annotator1=bad;annotator2=good;annotator3=good;consensus=good,graded,bad,0.133283,0.866717,0.001106,0.132177,
train_local2_15,good,annotator1=good;annotator2=bad;annotator3=bad;consensus=good,graded,bad,0.016471,0.983529,0.000339,0.016132,
train_local2_16,good,annotator1=good;annotator2=bad;annotator3=good;consensus=good,graded,usable,0.587143,0.412857,0.011697,0.575446,
train_local2_17,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.902672,0.097328,0.154687,0.747985,
train_local2_18,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.812456,0.187544,0.314872,0.497584,
train_local2_19,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.829320,0.170680,0.315760,0.513560,
train_local2_2,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.760822,0.239178,0.107804,0.653019,
train_local2_20,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.981000,0.019000,0.831974,0.149026,
train_local2_21,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,0.494814,0.505186,0.025124,0.469690,
train_local2_22,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.015859,0.984141,0.000096,0.015763,
train_local2_23,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.004865,0.995135,0.000053,0.004813,
train_local2_24,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.876151,0.123849,0.612061,0.264090,
train_local2_25,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.984276,0.015724,0.733151,0.251125,
train_local2_26,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.774120,0.225880,0.381825,0.392295,
train_local2_27,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.728881,0.271119,0.198090,0.530790,
train_local2_28,good,annotator1=good;annotator2=good;annotator3=bad;consensus=good,graded,usable,0.528509,0.471491,0.027646,0.500863,
train_local2_29,good,annotator1=good;annotator2=bad;annotator3=good;consensus=good,graded,bad,0.209837,0.790163,0.004564,0.205273,
train_local2_3,good,annotator1=good;annotator2=bad;annotator3=bad;consensus=good,graded,bad,0.355743,0.644257,0.009050,0.346693,
train_local2_30,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,0.346733,0.653267,0.011509,0.335224,
train_local2_31,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.009153,0.990847,0.000204,0.008949,
train_local2_32,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.062536,0.937464,0.001588,0.060947,
train_local2_33,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.003114,0.996886,0.000020,0.003093,
train_local2_34,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002139,0.997861,0.000013,0.002126,
train_local2_35,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002382,0.997618,0.000012,0.002371,
train_local2_36,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.003135,0.996865,0.000027,0.003108,
train_local2_37,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002058,0.997942,0.000012,0.002046,
train_local2_38,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002456,0.997544,0.000016,0.002441,
train_local2_39,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002827,0.997173,0.000017,0.002810,
train_local2_4,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.013049,0.986951,0.000064,0.012985,
train_local2_40,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002247,0.997753,0.000014,0.002234,
train_local2_41,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002478,0.997522,0.000013,0.002465,
train_local2_42,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002685,0.997315,0.000015,0.002670,
train_local2_43,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002930,0.997070,0.000025,0.002905,
train_local2_44,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002366,0.997634,0.000014,0.002352,
train_local2_45,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.030828,0.969172,0.000211,0.030617,
train_local2_46,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.070802,0.929198,0.000708,0.070094,
train_local2_47,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.010158,0.989842,0.000064,0.010094,
train_local2_48,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002438,0.997562,0.000013,0.002425,
train_local2_49,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.001981,0.998019,0.000011,0.001971,
train_local2_5,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.961501,0.038499,0.620559,0.340942,
train_local2_50,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.014766,0.985234,0.000174,0.014591,
train_local2_51,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002326,0.997674,0.000014,0.002312,
train_local2_52,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.003624,0.996376,0.000043,0.003581,
train_local2_53,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.007927,0.992073,0.000076,0.007851,
train_local2_54,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.009540,0.990460,0.000065,0.009475,
