key,grade,readers,outcome,verdict,gradeable,bad,good,usable,note
train_415_g,usable,,graded,usable,0.888000,0.112000,0.236788,0.651211,
train_416_g,bad,,graded,bad,0.008856,0.991144,0.000060,0.008796,
train_417_g,good,,graded,usable,0.958055,0.041945,0.468447,0.489608,
train_418_g,good,,graded,good,0.995104,0.004896,0.898649,0.096455,
train_419_g,good,,graded,good,0.998971,0.001029,0.970082,0.028890,
train_41_a,good,,graded,good,0.893495,0.106505,0.487314,0.406181,
train_420_g,good,,graded,usable,0.897119,0.102881,0.261884,0.635235,
train_421_g,good,,graded,good,0.994295,0.005705,0.884162,0.110133,
train_422_g,good,,graded,good,0.945976,0.054024,0.514358,0.431618,
train_423_g,good,,graded,usable,0.938241,0.061759,0.298476,0.639765,
train_424_g,good,,graded,good,0.996997,0.003003,0.809153,0.187844,
train_425_g,good,,graded,bad,0.362611,0.637389,0.037746,0.324865,
train_426_g,good,,graded,usable,0.771468,0.228532,0.369415,0.402052,
train_427_g,usable,,graded,bad,0.045776,0.954224,0.000494,0.045281,
train_428_g,good,,graded,usable,0.651178,0.348822,0.037220,0.613958,
train_429_g,good,,graded,usable,0.759465,0.240535,0.113873,0.645593,
train_42_a,good,,graded,good,0.999446,0.000554,0.981807,0.017639,
train_430_g,good,,graded,usable,0.675276,0.324724,0.071309,0.603967,
train_431_g,good,,graded,usable,0.971637,0.028363,0.423698,0.547939,
train_432_g,good,,graded,usable,0.960823,0.039177,0.391631,0.569192,
train_433_g,good,,graded,usable,0.852224,0.147776,0.206446,0.645778,
train_434_g,bad,,graded,bad,0.095092,0.904908,0.000763,0.094329,
train_435_g,good,,graded,good,0.997089,0.002911,0.903611,0.093478,
train_436_g,good,,graded,good,0.977966,0.022034,0.779927,0.198040,
train_437_g,good,,graded,good,0.979371,0.020629,0.747409,0.231962,
train_438_g,bad,,graded,bad,0.139441,0.860559,0.000670,0.138770,
train_439_g,usable,,graded,bad,0.455221,0.544779,0.009437,0.445784,
train_43_a,good,,graded,good,0.999290,0.000710,0.949744,0.049546,
train_440_g,good,,graded,usable,0.616200,0.383800,0.067424,0.548776,
train_441_g,good,,graded,usable,0.921327,0.078673,0.143224,0.778103,
train_442_g,bad,,graded,bad,0.101198,0.898802,0.001094,0.100104,
train_443_g,bad,,graded,bad,0.005974,0.994026,0.000034,0.005940,
train_444_g,good,,graded,usable,0.913151,0.086849,0.186349,0.726802,
train_445_g,good,,graded,usable,0.879431,0.120569,0.243886,0.635545,
train_446_g,good,,graded,usable,0.880322,0.119678,0.290920,0.589403,
train_447_g,bad,,graded,bad,0.002327,0.997673,0.000013,0.002314,
train_448_g,bad,,graded,bad,0.001967,0.998033,0.000010,0.001957,
train_449_g,usable,,graded,bad,0.209988,0.790012,0.002928,0.207060,
