key,subset,split,native_side,reader,outcome,resampling,said_disc_width,said_disc_height,said_disc_radius,said_disc_center_x,said_disc_center_y,truth_disc_width,truth_disc_height,truth_disc_radius,truth_disc_center_x,truth_disc_center_y,disc_dice,disc_center_offset,disc_center_offset_diameters,disc_width_error,disc_height_error,disc_radius_error,said_cup_width,said_cup_height,said_cup_radius,said_cup_center_x,said_cup_center_y,truth_cup_width,truth_cup_height,truth_cup_radius,truth_cup_center_x,truth_cup_center_y,cup_dice,cup_center_offset,cup_center_offset_diameters,cup_width_error,cup_height_error,cup_radius_error,said_vertical_ratio,truth_vertical_ratio,cup_vertical_ratio_error,said_area_ratio,truth_area_ratio,cup_area_ratio_error,cup_outside_its_disc,note
ret010_os,main,unspecified,2382,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",,,,,,507.000000,563.000000,262.595555,1126.376863,1277.063148,0.000000,,,,,,,,,,,385.000000,434.000000,199.628262,1130.662867,1266.180492,0.000000,,,,,,,0.770870,,,0.577922,,,
ret013_od,main,unspecified,2381,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",463.000000,467.000000,198.918238,1708.731119,1160.723566,470.000000,497.000000,240.014100,1693.355542,1223.170497,0.781290,64.311955,0.133975,-7.000000,-30.000000,-41.095862,260.000000,262.000000,111.149644,1713.588632,1170.744744,220.000000,272.000000,118.927631,1703.147117,1210.444817,0.666146,41.050226,0.085516,40.000000,-10.000000,-7.777988,0.561028,0.547284,0.013744,0.312224,0.245523,0.066702,0.000000,
ret013_od,main,unspecified,2381,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",463.000000,467.000000,198.918238,1708.731119,1160.723566,465.000000,498.000000,238.600838,1689.664583,1219.723129,0.792255,62.003881,0.129932,-2.000000,-31.000000,-39.682600,260.000000,262.000000,111.149644,1713.588632,1170.744744,244.000000,355.000000,140.952580,1710.135494,1223.896485,0.706642,53.263794,0.111617,16.000000,-93.000000,-29.802936,0.561028,0.712851,-0.151824,0.312224,0.348981,-0.036757,0.000000,
ret013_os,main,unspecified,2381,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",,,,,,478.000000,502.000000,241.016613,1371.236810,1474.404856,0.000000,,,,,,,,,,,165.000000,230.000000,96.152538,1382.166466,1484.684283,0.000000,,,,,,,0.458167,,,0.159158,,,
ret013_os,main,unspecified,2381,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",,,,,,471.000000,514.000000,241.845905,1368.487684,1472.881241,0.000000,,,,,,,,,,,184.000000,272.000000,108.563623,1381.587490,1486.250331,0.000000,,,,,,,0.529183,,,0.201507,,,
ret014_od,main,unspecified,2382,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",272.000000,448.000000,163.477765,1399.456663,1384.093593,443.000000,458.000000,225.667370,1315.892779,1407.775489,0.666448,86.854792,0.192440,-171.000000,-10.000000,-62.189605,209.000000,300.000000,116.410510,1382.973199,1368.267916,343.000000,388.000000,177.107009,1300.099389,1408.099612,0.554937,91.949075,0.203727,-134.000000,-88.000000,-60.696500,0.669643,0.847162,-0.177519,0.507069,0.615934,-0.108865,0.000000,
ret014_od,main,unspecified,2382,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",272.000000,448.000000,163.477765,1399.456663,1384.093593,450.000000,459.000000,226.675058,1317.380362,1405.278627,0.673929,84.766296,0.186978,-178.000000,-11.000000,-63.197293,209.000000,300.000000,116.410510,1382.973199,1368.267916,338.000000,399.000000,174.030311,1298.977351,1406.107885,0.522244,92.125814,0.203211,-129.000000,-99.000000,-57.619801,0.669643,0.869281,-0.199638,0.507069,0.589444,-0.082375,0.000000,
ret014_os,main,unspecified,2383,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",440.000000,446.000000,218.199911,1234.391717,1177.026335,439.000000,429.000000,214.862920,1240.339008,1180.716186,0.962038,6.998948,0.016287,1.000000,17.000000,3.336991,297.000000,278.000000,140.720916,1251.828439,1170.885069,240.000000,300.000000,131.603796,1283.533477,1178.050688,0.829106,32.504700,0.075641,57.000000,-22.000000,9.117120,0.623318,0.699301,-0.075982,0.415918,0.375158,0.040761,0.000000,
ret014_os,main,unspecified,2383,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",440.000000,446.000000,218.199911,1234.391717,1177.026335,435.000000,441.000000,216.015365,1238.202469,1179.453249,0.974967,4.517936,0.010457,5.000000,5.000000,2.184546,297.000000,278.000000,140.720916,1251.828439,1170.885069,302.000000,311.000000,149.289724,1258.263061,1186.515725,0.911222,16.903306,0.039125,-5.000000,-33.000000,-8.568807,0.623318,0.705215,-0.081897,0.415918,0.477629,-0.061710,0.000000,
ret015_od,main,unspecified,2384,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",418.000000,475.000000,220.263833,1185.263578,1185.588933,448.000000,513.000000,239.221041,1195.859976,1192.600357,0.917312,12.706050,0.026557,-30.000000,-38.000000,-18.957207,258.000000,326.000000,144.143538,1187.401308,1205.286286,220.000000,258.000000,118.982487,1196.449084,1196.724992,0.810486,12.456243,0.026035,38.000000,68.000000,25.161051,0.686316,0.502924,0.183392,0.428257,0.247382,0.180875,0.000000,
ret015_od,main,unspecified,2384,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",418.000000,475.000000,220.263833,1185.263578,1185.588933,447.000000,526.000000,239.967015,1193.478989,1186.197252,0.914534,8.237902,0.017165,-29.000000,-51.000000,-19.703182,258.000000,326.000000,144.143538,1187.401308,1205.286286,284.000000,353.000000,150.327677,1218.444905,1189.597859,0.849085,34.782634,0.072474,-26.000000,-27.000000,-6.184139,0.686316,0.671103,0.015213,0.428257,0.392441,0.035815,0.000000,
ret015_os,main,unspecified,2382,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",417.000000,423.000000,200.363572,1090.887378,1244.982636,456.000000,541.000000,251.276638,1097.694535,1219.665613,0.777371,26.216198,0.052166,-39.000000,-118.000000,-50.913066,297.000000,316.000000,144.183282,1095.291992,1231.614194,330.000000,394.000000,180.148835,1103.287055,1217.343040,0.780912,16.358083,0.032550,-33.000000,-78.000000,-35.965554,0.747045,0.728281,0.018764,0.517836,0.513995,0.003841,0.000000,
ret015_os,main,unspecified,2382,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",417.000000,423.000000,200.363572,1090.887378,1244.982636,459.000000,556.000000,254.612077,1109.602806,1222.662041,0.764875,29.128614,0.057202,-42.000000,-133.000000,-54.248505,297.000000,316.000000,144.183282,1095.291992,1231.614194,347.000000,429.000000,194.406501,1107.370630,1219.922802,0.709725,16.810180,0.033011,-50.000000,-113.000000,-50.223220,0.747045,0.771583,-0.024538,0.517836,0.582993,-0.065157,0.000000,
ret016_od,main,unspecified,2384,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",,,,,,564.000000,494.000000,261.310544,1175.238232,1418.517565,0.000000,,,,,,,,,,,318.000000,323.000000,153.080552,1180.083199,1408.842215,0.000000,,,,,,,0.653846,,,0.343183,,,
ret016_od,main,unspecified,2384,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",,,,,,562.000000,513.000000,264.687906,1172.988605,1409.647440,0.000000,,,,,,,,,,,345.000000,308.000000,159.997243,1190.943796,1417.418766,0.000000,,,,,,,0.600390,,,0.365390,,,
ret016_os,main,unspecified,2383,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",526.000000,463.000000,131.532425,1165.660307,1437.597181,545.000000,537.000000,265.073055,1323.964701,1478.960651,0.377321,163.619124,0.308630,-19.000000,-74.000000,-133.540629,95.000000,159.000000,57.746120,1201.699981,1470.089538,305.000000,303.000000,149.982137,1316.189645,1478.527049,0.236959,114.800151,0.216544,-210.000000,-144.000000,-92.236017,0.343413,0.564246,-0.220833,0.192744,0.320146,-0.127402,0.000000,
ret016_os,main,unspecified,2383,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",526.000000,463.000000,131.532425,1165.660307,1437.597181,541.000000,529.000000,263.883959,1330.534174,1473.520236,0.373687,168.741986,0.319728,-15.000000,-66.000000,-132.351534,95.000000,159.000000,57.746120,1201.699981,1470.089538,323.000000,308.000000,154.577650,1321.520595,1471.554019,0.227023,119.829564,0.227050,-228.000000,-149.000000,-96.831530,0.343413,0.582231,-0.238818,0.192744,0.343137,-0.150393,0.000000,
ret018_od,main,unspecified,2385,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",417.000000,446.000000,198.375829,1237.354563,1177.989137,441.000000,445.000000,222.166081,1252.309496,1166.002031,0.857079,19.166134,0.043135,-24.000000,1.000000,-23.790252,228.000000,238.000000,116.986040,1253.722619,1155.104338,173.000000,207.000000,94.593917,1245.593291,1139.354132,0.787050,17.724417,0.039890,55.000000,31.000000,22.392123,0.533632,0.465169,0.068464,0.347769,0.181289,0.166480,0.000000,
ret018_od,main,unspecified,2385,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",417.000000,446.000000,198.375829,1237.354563,1177.989137,453.000000,453.000000,223.051908,1246.342301,1166.835190,0.875648,14.324454,0.032110,-36.000000,-7.000000,-24.676079,228.000000,238.000000,116.986040,1253.722619,1155.104338,212.000000,239.000000,112.304909,1237.881660,1156.081165,0.903774,15.871049,0.035577,16.000000,-1.000000,4.681131,0.533632,0.527594,0.006038,0.347769,0.253504,0.094264,0.000000,
ret018_os,main,unspecified,2385,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",453.000000,444.000000,220.761840,1188.005545,1162.161213,450.000000,430.000000,216.675245,1191.482752,1164.658870,0.966021,4.281268,0.009879,3.000000,14.000000,4.086595,261.000000,248.000000,124.298533,1183.448309,1153.986979,202.000000,236.000000,107.068260,1191.346643,1147.506303,0.831441,10.216793,0.023576,59.000000,12.000000,17.230273,0.558559,0.548837,0.009721,0.317018,0.244176,0.072842,0.000000,
ret018_os,main,unspecified,2385,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",453.000000,444.000000,220.761840,1188.005545,1162.161213,441.000000,429.000000,212.247791,1182.586182,1164.494199,0.946449,5.900197,0.013899,12.000000,15.000000,8.514049,261.000000,248.000000,124.298533,1183.448309,1153.986979,208.000000,235.000000,113.264484,1214.019676,1147.611890,0.827343,31.228997,0.073567,53.000000,13.000000,11.034049,0.558559,0.547786,0.010773,0.317018,0.284775,0.032244,0.000000,
ret019_od,main,unspecified,2384,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",,,,,,511.000000,548.000000,261.227698,1056.792706,1143.074171,0.000000,,,,,,,,,,,158.000000,164.000000,74.592606,1021.957380,1148.541190,0.000000,,,,,,,0.299270,,,0.081537,,,
ret019_od,main,unspecified,2384,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",,,,,,510.000000,540.000000,260.496174,1048.574825,1140.638724,0.000000,,,,,,,,,,,130.000000,148.000000,68.782555,1011.442979,1139.552244,0.000000,,,,,,,0.274074,,,0.069719,,,
ret019_os,main,unspecified,2383,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",,,,,,433.000000,505.000000,232.002687,1368.274257,1129.635789,0.000000,,,,,,,,,,,232.000000,198.000000,102.606527,1441.593379,1205.131610,0.000000,,,,,,,0.392079,,,0.195598,,,
ret019_os,main,unspecified,2383,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",,,,,,432.000000,483.000000,226.354661,1359.333050,1120.665608,0.000000,,,,,,,,,,,205.000000,220.000000,104.638537,1423.657509,1178.101023,0.000000,,,,,,,0.455487,,,0.213700,,,
ret020_od,main,unspecified,2386,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",306.000000,238.000000,111.019265,1200.299088,1054.671961,445.000000,496.000000,232.818285,1211.600641,1108.197354,0.370520,54.705510,0.117485,-139.000000,-258.000000,-121.799021,219.000000,192.000000,96.008425,1216.790697,1064.718972,287.000000,270.000000,137.616006,1208.602679,1090.161154,0.654758,26.727294,0.057399,-68.000000,-78.000000,-41.607580,0.806723,0.544355,0.262368,0.747863,0.349385,0.398478,0.000000,
ret020_od,main,unspecified,2386,expert2,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",306.000000,238.000000,111.019265,1200.299088,1054.671961,438.000000,504.000000,230.934175,1206.232048,1113.395510,0.375451,59.022498,0.127791,-132.000000,-266.000000,-119.914911,219.000000,192.000000,96.008425,1216.790697,1064.718972,262.000000,275.000000,132.008307,1206.468199,1085.954682,0.691914,23.611635,0.051122,-43.000000,-83.000000,-35.999882,0.806723,0.545635,0.261088,0.747863,0.326758,0.421105,0.000000,
ret020_os,main,unspecified,2387,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",175.000000,143.000000,71.740871,1121.133156,1209.956955,468.000000,505.000000,239.215053,1134.223564,1252.703016,0.165038,44.705531,0.093442,-293.000000,-362.000000,-167.474182,165.000000,116.000000,66.571980,1121.753214,1211.977016,270.000000,304.000000,141.496903,1145.821857,1246.397876,0.362474,42.001133,0.087789,-105.000000,-188.000000,-74.924923,0.811189,0.601980,0.209209,0.861092,0.349878,0.511214,0.000000,
