key,subset,split,native_side,reader,outcome,resampling,said_disc_width,said_disc_height,said_disc_radius,said_disc_center_x,said_disc_center_y,truth_disc_width,truth_disc_height,truth_disc_radius,truth_disc_center_x,truth_disc_center_y,disc_dice,disc_center_offset,disc_center_offset_diameters,disc_width_error,disc_height_error,disc_radius_error,said_cup_width,said_cup_height,said_cup_radius,said_cup_center_x,said_cup_center_y,truth_cup_width,truth_cup_height,truth_cup_radius,truth_cup_center_x,truth_cup_center_y,cup_dice,cup_center_offset,cup_center_offset_diameters,cup_width_error,cup_height_error,cup_radius_error,said_vertical_ratio,truth_vertical_ratio,cup_vertical_ratio_error,said_area_ratio,truth_area_ratio,cup_area_ratio_error,cup_outside_its_disc,note
101_os_6,main,unspecified,2102,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",276.000000,283.000000,138.955668,547.157682,1006.278536,273.000000,263.000000,131.059674,545.033690,1011.124402,0.937865,5.290913,0.020185,3.000000,20.000000,7.895994,159.000000,200.000000,88.922078,535.333843,1007.891953,148.000000,178.000000,79.350412,538.608817,1006.121480,0.886558,3.722905,0.014203,11.000000,22.000000,9.571666,0.706714,0.676806,0.029908,0.409512,0.366573,0.042939,0.000000,
101_os_7,main,unspecified,1572,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",222.000000,236.000000,114.079357,442.019053,784.387697,201.000000,214.000000,101.544721,440.891585,788.677286,0.884128,4.435285,0.021839,21.000000,22.000000,12.534636,140.000000,175.000000,78.934135,442.323797,784.562276,121.000000,157.000000,67.789673,444.094757,781.600540,0.848961,3.450823,0.016992,19.000000,18.000000,11.144462,0.741525,0.733645,0.007881,0.478757,0.445669,0.033089,0.000000,
102_os_1,main,unspecified,1531,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",203.000000,219.000000,103.655922,771.783321,833.862272,199.000000,231.000000,106.495921,771.439573,838.708195,0.958853,4.858100,0.022809,4.000000,-12.000000,-2.839999,132.000000,152.000000,69.514476,770.371517,830.092418,180.000000,189.000000,93.098120,773.068310,837.453414,0.715916,7.839448,0.036806,-48.000000,-37.000000,-23.583644,0.694064,0.818182,-0.124118,0.449741,0.764216,-0.314475,0.000000,
103_od_1,main,unspecified,1534,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",180.000000,269.000000,106.243056,863.037365,674.025154,256.000000,269.000000,131.578398,818.497978,682.884519,0.740626,45.411952,0.172566,-76.000000,0.000000,-25.335342,119.000000,189.000000,71.195271,847.358641,678.595014,206.000000,228.000000,107.230164,813.186945,682.248235,0.611908,34.366421,0.130593,-87.000000,-39.000000,-36.034893,0.702602,0.847584,-0.144981,0.449057,0.664148,-0.215091,0.000000,
103_os_1,main,unspecified,1533,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",268.000000,239.000000,110.480364,760.331847,651.308507,254.000000,268.000000,130.686330,778.606132,670.735943,0.780057,26.671609,0.102044,14.000000,-29.000000,-20.205966,143.000000,166.000000,69.998172,750.803027,652.062821,229.000000,230.000000,115.424695,783.461641,677.082189,0.537766,41.140659,0.157402,-86.000000,-64.000000,-45.426523,0.694561,0.858209,-0.163648,0.401424,0.780076,-0.378653,0.000000,
104_od_1,main,unspecified,2106,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",254.000000,259.000000,119.777063,1572.719199,960.641455,259.000000,285.000000,135.648589,1549.551698,965.013130,0.834717,23.576358,0.086902,-5.000000,-26.000000,-15.871525,140.000000,128.000000,65.833938,1561.065658,965.950132,95.000000,102.000000,47.982657,1560.958385,960.738283,0.693846,5.212953,0.019215,45.000000,26.000000,17.851281,0.494208,0.357895,0.136314,0.302101,0.125123,0.176978,0.000000,
104_os_1,main,unspecified,2103,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",266.000000,214.000000,113.709048,593.940423,854.148424,325.000000,254.000000,143.842898,638.417018,868.565475,0.755581,46.754880,0.162521,-59.000000,-40.000000,-30.133850,55.000000,54.000000,25.848258,620.013816,869.875655,102.000000,96.000000,50.085928,654.013450,876.133739,0.354509,34.570779,0.120169,-47.000000,-42.000000,-24.237670,0.252336,0.377953,-0.125616,0.051674,0.121242,-0.069568,0.000000,
105_od_1,main,unspecified,1529,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",204.000000,273.000000,118.239116,1196.602309,761.998042,168.000000,254.000000,101.782678,1206.509494,768.468383,0.851243,11.832905,0.058128,36.000000,19.000000,16.456438,116.000000,133.000000,62.283566,1191.827111,759.423812,91.000000,122.000000,53.153726,1197.057458,771.044953,0.811375,12.743918,0.062604,25.000000,11.000000,9.129840,0.487179,0.480315,0.006865,0.277475,0.272722,0.004754,0.000000,
105_od_2,main,unspecified,2102,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",284.000000,374.000000,162.813423,1608.501609,1078.291914,240.000000,350.000000,144.531673,1618.037211,1083.042255,0.881454,10.653330,0.036855,44.000000,24.000000,18.281750,162.000000,186.000000,86.919993,1601.601264,1074.204087,113.000000,141.000000,61.911935,1606.862564,1076.988042,0.673170,5.952452,0.020592,49.000000,45.000000,25.008058,0.497326,0.402857,0.094469,0.285009,0.183494,0.101515,0.000000,
105_od_3,main,unspecified,2099,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",284.000000,379.000000,164.144267,1627.402540,1087.868935,253.000000,343.000000,146.735938,1631.805242,1085.030676,0.888356,5.238273,0.017849,31.000000,36.000000,17.408328,163.000000,185.000000,86.379986,1618.614692,1084.102769,128.000000,160.000000,72.618454,1615.753124,1085.053359,0.828184,3.015327,0.010275,35.000000,25.000000,13.761532,0.488127,0.466472,0.021654,0.276933,0.244918,0.032015,0.000000,
105_od_5,main,unspecified,2099,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",288.000000,380.000000,164.817730,1648.426149,1057.803811,231.000000,342.000000,139.402786,1664.755287,1066.627688,0.834076,18.560753,0.066572,57.000000,38.000000,25.414943,161.000000,188.000000,87.414799,1642.815005,1053.656586,101.000000,146.000000,60.286502,1647.996409,1055.347784,0.644648,5.450423,0.019549,60.000000,42.000000,27.128298,0.494737,0.426901,0.067836,0.281295,0.187024,0.094271,0.000000,
105_od_6,main,unspecified,2100,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",289.000000,375.000000,164.939356,1643.850983,1082.026969,243.000000,346.000000,146.782570,1646.285746,1095.733830,0.879552,13.921425,0.047422,46.000000,29.000000,18.156785,169.000000,193.000000,90.169781,1636.812865,1080.321027,126.000000,177.000000,73.550503,1638.753575,1086.207885,0.797640,6.198503,0.021115,43.000000,16.000000,16.619278,0.514667,0.511561,0.003106,0.298864,0.251086,0.047778,0.000000,
105_od_7,main,unspecified,1572,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",216.000000,291.000000,125.197978,1160.124871,786.441301,187.000000,282.000000,116.246332,1161.220503,796.098014,0.907433,9.718668,0.041802,29.000000,9.000000,8.951647,129.000000,148.000000,68.905082,1150.755967,785.834808,99.000000,126.000000,55.362495,1154.952955,787.984318,0.784600,4.715411,0.020282,30.000000,22.000000,13.542586,0.508591,0.446809,0.061783,0.302906,0.226816,0.076090,0.000000,
105_od_8,main,unspecified,1572,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",206.000000,282.000000,120.911764,1121.506216,814.301269,164.000000,250.000000,100.975751,1133.316090,818.363699,0.821744,12.489054,0.061842,42.000000,32.000000,19.936013,120.000000,138.000000,64.359666,1111.285100,811.521709,80.000000,119.000000,48.148218,1113.890018,809.802691,0.717678,3.120997,0.015454,40.000000,19.000000,16.211447,0.489362,0.476000,0.013362,0.283329,0.227366,0.055962,0.000000,
105_os_1,main,unspecified,1529,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",230.000000,273.000000,124.459762,391.703395,715.227663,210.000000,250.000000,112.861892,387.451933,714.210635,0.902426,4.371415,0.019366,20.000000,23.000000,11.597870,131.000000,145.000000,69.029696,394.047161,712.784703,125.000000,127.000000,63.615972,402.197184,715.818546,0.887155,8.696384,0.038527,6.000000,18.000000,5.413724,0.531136,0.508000,0.023136,0.307620,0.317715,-0.010095,0.000000,
105_os_2,main,unspecified,2104,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",321.000000,374.000000,172.324595,515.193532,970.959246,278.000000,348.000000,153.747614,506.151760,973.685909,0.886425,9.443958,0.030713,43.000000,26.000000,18.576981,186.000000,207.000000,98.099250,520.797043,969.846591,154.000000,170.000000,79.886137,522.705222,971.156317,0.797462,2.314418,0.007527,32.000000,37.000000,18.213113,0.553476,0.488506,0.064970,0.324069,0.269977,0.054092,0.000000,
105_os_3,main,unspecified,2100,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",321.000000,379.000000,173.172200,521.608022,959.537108,305.000000,359.000000,163.123981,524.636322,963.465154,0.940284,4.959853,0.015203,16.000000,20.000000,10.048219,181.000000,199.000000,94.956644,525.959720,956.328238,163.000000,160.000000,80.962680,540.717622,952.537319,0.814554,15.237019,0.046704,18.000000,39.000000,13.993964,0.525066,0.445682,0.079384,0.300673,0.246340,0.054333,0.000000,
105_os_4,main,unspecified,2100,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",316.000000,379.000000,171.772335,510.122671,970.627078,276.000000,353.000000,156.221437,503.382309,972.588006,0.904963,7.019809,0.022467,40.000000,26.000000,15.550898,181.000000,204.000000,95.631383,514.677874,966.554767,134.000000,156.000000,73.136033,524.320102,961.479469,0.738070,10.896385,0.034875,47.000000,48.000000,22.495350,0.538259,0.441926,0.096332,0.309952,0.219170,0.090782,0.000000,
105_os_5,main,unspecified,2100,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",319.000000,376.000000,171.989010,525.654166,965.665250,280.000000,353.000000,156.408779,518.285993,969.149841,0.905327,8.150604,0.026055,39.000000,23.000000,15.580230,185.000000,205.000000,97.377880,530.738335,963.789090,178.000000,178.000000,88.313243,544.040405,964.572566,0.862448,13.325123,0.042597,7.000000,27.000000,9.064637,0.545213,0.504249,0.040963,0.320567,0.318808,0.001759,0.000000,
105_os_6,main,unspecified,1571,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",240.000000,292.000000,130.981931,444.146035,739.937901,212.000000,271.000000,118.050519,438.931911,741.991549,0.896426,5.603977,0.023736,28.000000,21.000000,12.931412,149.000000,162.000000,77.091918,453.173478,740.388249,124.000000,147.000000,66.385242,454.344240,740.142362,0.851581,1.196305,0.005067,25.000000,15.000000,10.706676,0.554795,0.542435,0.012359,0.346414,0.316233,0.030181,0.000000,
105_os_7,main,unspecified,1571,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",235.000000,285.000000,128.424719,491.307504,753.647566,207.000000,228.000000,107.034065,481.556834,747.555500,0.819794,11.497341,0.053709,28.000000,57.000000,21.390654,138.000000,158.000000,73.660779,501.313505,752.895694,111.000000,111.000000,53.473149,501.128020,744.126127,0.690230,8.771528,0.040975,27.000000,47.000000,20.187629,0.554386,0.486842,0.067544,0.328984,0.249590,0.079394,0.000000,
106_od_1,main,unspecified,1535,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",261.000000,257.000000,128.760127,1179.789978,787.844984,255.000000,262.000000,128.381337,1179.475637,780.757566,0.960525,7.094386,0.027630,6.000000,-5.000000,0.378791,175.000000,184.000000,88.333064,1176.251458,777.880186,189.000000,188.000000,95.058829,1171.663485,769.302839,0.902289,9.727301,0.037884,-14.000000,-4.000000,-6.725765,0.715953,0.717557,-0.001604,0.470635,0.548253,-0.077619,0.000000,
106_od_4,main,unspecified,1572,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",272.000000,277.000000,137.301073,883.027168,777.178931,251.000000,274.000000,130.477914,878.931138,776.317553,0.949054,4.185622,0.016040,21.000000,3.000000,6.823160,185.000000,200.000000,96.336094,876.326451,768.238682,182.000000,194.000000,95.762768,872.000833,769.359111,0.947728,4.468370,0.017123,3.000000,6.000000,0.573326,0.722022,0.708029,0.013992,0.492300,0.538666,-0.046365,0.000000,
106_os_1,main,unspecified,1535,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",248.000000,268.000000,129.074937,358.042740,697.725831,240.000000,261.000000,125.385978,358.250471,704.804155,0.956955,7.081371,0.028238,8.000000,7.000000,3.688959,151.000000,165.000000,79.063073,364.237142,693.169926,128.000000,131.000000,64.571985,360.453622,693.810596,0.800257,3.837379,0.015302,23.000000,34.000000,14.491089,0.615672,0.501916,0.113756,0.375201,0.265210,0.109990,0.000000,
106_os_3,main,unspecified,1573,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",255.000000,287.000000,135.074810,610.028716,858.951046,234.000000,263.000000,124.468713,610.224528,858.116044,0.918407,0.857654,0.003445,21.000000,24.000000,10.606097,156.000000,166.000000,79.802418,613.144449,852.759884,142.000000,147.000000,72.695122,613.351644,842.073545,0.890491,10.688347,0.042936,14.000000,19.000000,7.107296,0.578397,0.558935,0.019462,0.349047,0.341107,0.007940,0.000000,
107_od_1,main,unspecified,1531,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",209.000000,206.000000,103.870658,1099.856734,686.887889,200.000000,187.000000,97.127494,1102.697574,689.562709,0.931058,3.901927,0.020087,9.000000,19.000000,6.743164,99.000000,97.000000,48.892814,1093.285486,687.311851,87.000000,87.000000,44.205253,1101.401694,682.026877,0.855594,9.685235,0.049858,12.000000,10.000000,4.687561,0.470874,0.465241,0.005633,0.221567,0.207140,0.014427,0.000000,
107_os_1,main,unspecified,1532,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",205.000000,210.000000,103.201981,418.721937,791.243873,200.000000,196.000000,98.607363,414.752709,795.039087,0.947740,5.491668,0.027846,5.000000,14.000000,4.594617,84.000000,87.000000,42.841275,419.886750,791.932015,78.000000,72.000000,36.689679,416.671317,790.909671,0.844222,3.374047,0.017108,6.000000,15.000000,6.151596,0.414286,0.367347,0.046939,0.172325,0.138442,0.033883,0.000000,
108_od_1,main,unspecified,1528,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",240.000000,275.000000,129.053974,887.511305,788.123579,229.000000,262.000000,122.253517,884.214593,784.497955,0.942837,4.900352,0.020042,11.000000,13.000000,6.800457,164.000000,170.000000,82.868676,877.239918,783.873644,136.000000,147.000000,69.845668,888.272543,779.562573,0.827859,11.845005,0.048444,28.000000,23.000000,13.023008,0.618182,0.561069,0.057113,0.412323,0.326405,0.085919,0.000000,
108_od_2,main,unspecified,1531,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",244.000000,274.000000,129.971942,1173.140343,732.099265,225.000000,262.000000,120.932823,1175.546871,731.126042,0.928041,2.595870,0.010733,19.000000,12.000000,9.039119,151.000000,171.000000,80.771774,1168.630269,731.113339,148.000000,155.000000,74.950203,1174.086525,726.797144,0.900115,6.957030,0.028764,3.000000,16.000000,5.821571,0.624088,0.591603,0.032485,0.386207,0.384111,0.002095,0.000000,
108_od_3,main,unspecified,1531,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",244.000000,273.000000,129.675266,1167.479765,733.807810,227.000000,262.000000,123.708135,1167.557448,733.894172,0.952926,0.116160,0.000469,17.000000,11.000000,5.967131,138.000000,157.000000,72.469268,1165.691557,732.943572,158.000000,152.000000,78.343163,1163.349704,728.801162,0.896845,4.758554,0.019233,-20.000000,5.000000,-5.873895,0.575092,0.580153,-0.005061,0.312315,0.401057,-0.088741,0.000000,
108_os_1,main,unspecified,1529,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",221.000000,287.000000,126.637627,677.237486,687.569846,219.000000,278.000000,122.310785,680.624282,685.456594,0.956952,3.992020,0.016319,2.000000,9.000000,4.326843,139.000000,164.000000,75.620348,688.512107,690.741887,131.000000,158.000000,68.978955,692.715815,688.752743,0.906207,4.650576,0.019011,8.000000,6.000000,6.641394,0.571429,0.568345,0.003083,0.356576,0.318056,0.038520,0.000000,
108_os_2,main,unspecified,1529,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",223.000000,295.000000,129.163686,316.664695,762.045886,210.000000,281.000000,120.533397,308.750712,767.675343,0.926082,9.711947,0.040287,13.000000,14.000000,8.630289,154.000000,172.000000,79.322327,328.006577,765.145849,115.000000,150.000000,64.352246,323.576633,766.071560,0.793849,4.525631,0.018773,39.000000,22.000000,14.970080,0.583051,0.533808,0.049243,0.377146,0.285044,0.092102,0.000000,
108_os_3,main,unspecified,1529,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",225.000000,292.000000,129.788132,350.067007,749.197884,208.000000,273.000000,119.505689,345.471460,749.983752,0.917648,4.662257,0.019506,17.000000,19.000000,10.282443,136.000000,162.000000,73.492055,357.845120,752.268270,140.000000,183.000000,80.422252,358.836458,752.934347,0.908681,1.194324,0.004997,-4.000000,-21.000000,-6.930197,0.554795,0.670330,-0.115535,0.320635,0.452872,-0.132237,0.000000,
109_od_1,main,unspecified,2101,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",294.000000,302.000000,149.402686,1586.965504,1003.326835,280.000000,284.000000,138.748202,1580.121083,1008.705832,0.925431,8.705153,0.031370,14.000000,18.000000,10.654483,147.000000,148.000000,72.710446,1588.074899,1005.727618,85.000000,74.000000,39.874276,1594.684885,997.897297,0.462414,10.247235,0.036927,62.000000,74.000000,32.836170,0.490066,0.260563,0.229503,0.236852,0.082591,0.154261,0.000000,
109_od_3,main,unspecified,2102,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",292.000000,301.000000,148.667970,1577.847874,1020.074457,268.000000,280.000000,137.774357,1574.739356,1018.772492,0.924048,3.370163,0.012231,24.000000,21.000000,10.893613,151.000000,149.000000,73.762259,1577.362137,1020.949746,97.000000,94.000000,46.956710,1576.155334,1013.619316,0.576769,7.429103,0.026961,54.000000,55.000000,26.805550,0.495017,0.335714,0.159302,0.246169,0.116161,0.130009,0.000000,
109_os_1,main,unspecified,2101,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",331.000000,293.000000,153.507267,469.951668,921.885452,341.000000,268.000000,146.119656,469.094251,928.073484,0.935254,6.247152,0.021377,-10.000000,25.000000,7.387610,147.000000,136.000000,69.128766,474.891427,919.146473,132.000000,110.000000,58.018334,477.579574,913.609929,0.826403,6.154629,0.021060,15.000000,26.000000,11.110433,0.464164,0.410448,0.053716,0.202796,0.157657,0.045139,0.000000,
109_os_3,main,unspecified,2101,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",323.000000,283.000000,149.724053,519.344944,897.183015,318.000000,255.000000,140.424283,519.151318,899.562995,0.933847,2.387844,0.008502,5.000000,28.000000,9.299770,153.000000,140.000000,72.541706,524.781696,893.145536,153.000000,105.000000,61.185313,528.496471,885.480911,0.815325,8.517395,0.030327,0.000000,35.000000,11.356392,0.494700,0.411765,0.082935,0.234743,0.189850,0.044893,0.000000,
