key,subset,split,reader,native_side,outcome,resampling,artery_dice,vein_dice,vessels_dice,artery_cldice,vein_cldice,vessels_cldice,artery_betti,vein_betti,vessels_betti,said_artery_px,said_vein_px,truth_artery_px,truth_vein_px,note
enrich_les326enrich08120220103_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.181741,0.453862,0.359537,0.136706,0.373883,0.287140,14.000000,32.000000,69.000000,15935,124020,130779,132688,
enrich_les329enrich08420220110_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.292849,0.525153,0.472996,0.304949,0.439963,0.426783,45.000000,88.000000,152.000000,38126,136871,133662,161937,
enrich_les345enrich07720211220_001,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.433214,0.600508,0.570227,0.413972,0.564613,0.539800,30.000000,69.000000,114.000000,51718,154119,117755,144821,
enrich_les347enrich08020211223_001,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.449423,0.630212,0.568843,0.459664,0.568575,0.534034,38.000000,54.000000,114.000000,56998,127210,134167,146095,
enrich_les353enrich09420220222_001,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.454833,0.488076,0.503949,0.427664,0.367605,0.428458,15.000000,43.000000,71.000000,44267,120314,98625,147079,
enrich_les359enrich06920211104_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.420757,0.614691,0.670745,0.414087,0.580565,0.654551,37.000000,75.000000,121.000000,56489,175028,100723,135450,
enrich_les372enrich07420211129_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.236070,0.430488,0.411137,0.242782,0.383694,0.384712,29.000000,62.000000,99.000000,27657,126921,116758,139860,
enrich_les378enrich07520211129_002,enrich,unspecified,expert,2199,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.468481,0.531822,0.587122,0.504197,0.545291,0.633708,46.000000,84.000000,121.000000,69049,119732,111462,118344,
enrich_les380enrich07920211221_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.410897,0.605529,0.572816,0.407741,0.554868,0.532523,39.000000,64.000000,99.000000,47968,172459,103194,144249,
enrich_les393enrich05820211005_002,enrich,unspecified,expert,2201,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.441140,0.602438,0.718966,0.443644,0.554357,0.717617,85.000000,69.000000,166.000000,74476,199755,115459,158383,
enrich_les39enrich12720221116_001,enrich,unspecified,expert,2201,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.577553,0.661405,0.687111,0.509611,0.620191,0.646146,74.000000,94.000000,182.000000,121680,204367,186444,183885,
enrich_les39enrich12720221116_002,enrich,unspecified,expert,2199,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.407863,0.502529,0.510381,0.372751,0.411281,0.459648,47.000000,86.000000,147.000000,60682,121799,160696,159502,
enrich_les409enrich06420211025_003,enrich,unspecified,expert,2199,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.348478,0.546731,0.494634,0.306989,0.494272,0.441554,23.000000,51.000000,94.000000,39516,125875,150057,158912,
enrich_les414enrich04220210907_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.624045,0.696276,0.704122,0.612974,0.650631,0.684255,68.000000,123.000000,209.000000,104255,162896,143586,139619,
enrich_les418enrich05220210927_001,enrich,unspecified,expert,2198,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.179266,0.518706,0.402606,0.159357,0.385510,0.313486,32.000000,53.000000,132.000000,30259,136457,198139,184507,
enrich_les454enrich05420210928_002,enrich,unspecified,expert,2199,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.397973,0.549368,0.514480,0.365974,0.483560,0.468719,44.000000,72.000000,120.000000,53931,136277,143585,150875,
enrich_les457enrich04920210920_003,enrich,unspecified,expert,2201,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.555475,0.658468,0.650677,0.561698,0.635809,0.642558,58.000000,39.000000,108.000000,94189,154946,132669,173468,
enrich_les460enrich06820211104_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.239865,0.489993,0.418142,0.177907,0.461080,0.373677,14.000000,44.000000,67.000000,22785,149712,124556,135525,
enrich_les467enrich06520211025_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.475536,0.586079,0.592846,0.472877,0.538805,0.571263,17.000000,41.000000,69.000000,60291,186278,126635,140504,
enrich_les468enrich03620210830_004,enrich,unspecified,expert,2199,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.128966,0.436662,0.338736,0.129889,0.429388,0.315024,16.000000,45.000000,65.000000,15812,112420,138136,149027,
enrich_les486enrich00220210719_001,enrich,unspecified,expert,2201,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.334872,0.560668,0.502185,0.251147,0.465606,0.425975,28.000000,78.000000,118.000000,42379,125901,130463,120284,
enrich_les486enrich00220210719_003,enrich,unspecified,expert,2199,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.324559,0.484974,0.482465,0.278575,0.447546,0.459266,31.000000,90.000000,130.000000,30200,121298,119751,109865,
enrich_les487enrich11720220921_001,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.611824,0.710958,0.730413,0.672503,0.677577,0.765705,39.000000,62.000000,101.000000,88574,151275,99807,125259,
enrich_les488enrich02420210816_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.263529,0.609073,0.525241,0.249456,0.526056,0.456480,46.000000,53.000000,131.000000,29175,187073,164489,174381,
enrich_les489enrich00320210719_002,enrich,unspecified,expert,2199,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.480731,0.629202,0.644397,0.436690,0.562035,0.584625,64.000000,66.000000,147.000000,70918,169518,123881,149413,
enrich_les505enrich01020210726_002,enrich,unspecified,expert,2201,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.498967,0.621770,0.631582,0.439817,0.575211,0.591098,36.000000,38.000000,91.000000,83520,161080,163707,165877,
enrich_les506enrich00820210726_003,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.228469,0.507655,0.447161,0.174338,0.415928,0.364359,23.000000,60.000000,103.000000,24635,165298,145366,159978,
enrich_les510enrich04720210913_003,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.512282,0.656322,0.631164,0.513509,0.581840,0.590747,44.000000,33.000000,85.000000,90166,140922,152306,179826,
enrich_les512enrich01720210804_001,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.550681,0.633146,0.682552,0.507850,0.624666,0.674541,47.000000,70.000000,136.000000,93553,191629,136246,163676,
enrich_les512enrich01720210804_002,enrich,unspecified,expert,2199,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.479119,0.611172,0.628765,0.497505,0.567805,0.622460,42.000000,67.000000,128.000000,74005,159350,130124,142326,
enrich_les514enrich01520210802_003,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.282359,0.607026,0.523782,0.266005,0.534219,0.457800,15.000000,52.000000,97.000000,30655,148844,128313,172147,
enrich_les522enrich05020210921_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.599010,0.699279,0.680968,0.606416,0.642330,0.659779,35.000000,43.000000,94.000000,87308,154480,134618,169900,
enrich_les524enrich01320210802_002,enrich,unspecified,expert,2199,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.508037,0.606341,0.610392,0.486278,0.511270,0.550244,45.000000,74.000000,152.000000,71864,192362,160450,177064,
enrich_les525enrich03720210830_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.511914,0.671649,0.635829,0.454528,0.557187,0.553052,46.000000,131.000000,214.000000,81413,178900,156084,176878,
enrich_les531enrich02820210817_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.123481,0.497366,0.415905,0.101715,0.431469,0.358349,33.000000,98.000000,154.000000,16265,160409,129264,163099,
enrich_les537enrich01120210727_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.489815,0.633649,0.608557,0.431205,0.463883,0.501100,34.000000,91.000000,154.000000,68071,151241,149456,153931,
enrich_les556enrich08620220117_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.003512,0.252747,0.160111,0.006074,0.250697,0.158457,10.000000,69.000000,120.000000,351,92138,199550,223807,
enrich_les556enrich08620220117_003,enrich,unspecified,expert,2199,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.455469,0.555931,0.551577,0.419711,0.476717,0.495979,29.000000,79.000000,136.000000,93033,183457,203277,201296,
enrich_les562enrich04320210907_001,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.151028,0.522606,0.438996,0.172418,0.501392,0.427108,34.000000,84.000000,143.000000,15182,141174,133559,155432,
enrich_les567enrich02120210809_004,enrich,unspecified,expert,2198,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.557139,0.615048,0.658506,0.573297,0.603476,0.687889,56.000000,66.000000,145.000000,79322,168018,111948,136254,
enrich_les577enrich11820220921_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.513665,0.640474,0.649399,0.476172,0.548984,0.586439,48.000000,63.000000,145.000000,82037,201288,144169,176382,
enrich_les577enrich11820220921_003,enrich,unspecified,expert,2199,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.576555,0.679348,0.678626,0.556524,0.639913,0.655035,61.000000,75.000000,147.000000,116448,218516,160535,195516,
enrich_les586enrich08920220125_001,enrich,unspecified,expert,2198,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.515576,0.719020,0.688829,0.453607,0.641453,0.626287,59.000000,132.000000,219.000000,88216,220513,177297,222977,
enrich_les586enrich08920220125_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.481917,0.660202,0.640882,0.431771,0.601071,0.583217,53.000000,123.000000,209.000000,85145,211663,176568,202074,
enrich_les595enrich09620220310_004,enrich,unspecified,expert,2199,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.446654,0.642984,0.582918,0.441098,0.614216,0.554345,34.000000,37.000000,81.000000,72585,131347,164753,143257,
enrich_les607enrich11920221003_003,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.552772,0.685683,0.669509,0.532443,0.626507,0.623868,34.000000,46.000000,92.000000,95531,197265,158791,182333,
enrich_les616enrich09520220310_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.372867,0.550117,0.513425,0.342990,0.454424,0.451180,17.000000,75.000000,106.000000,43455,129062,141002,146992,
enrich_les617enrich11520220902_001,enrich,unspecified,expert,2198,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.512307,0.627921,0.625956,0.493980,0.568886,0.588064,61.000000,83.000000,160.000000,85387,160558,129769,163483,
enrich_les617enrich11520220902_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.452365,0.617065,0.617056,0.408655,0.586772,0.593506,52.000000,66.000000,113.000000,67708,175221,121135,131071,
enrich_les625enrich9820220328_002,enrich,unspecified,expert,2200,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.426331,0.619056,0.575300,0.388703,0.548472,0.515190,45.000000,78.000000,155.000000,59248,170700,153127,152292,
enrich_les644enrich09720220321_001,enrich,unspecified,expert,2199,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.400833,0.586349,0.587088,0.378169,0.510232,0.527123,22.000000,70.000000,117.000000,56085,150857,133051,152921,
enrich_les661enrich11420220831_002,enrich,unspecified,expert,2199,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the masks that run kept",0.334407,0.463497,0.433420,0.292111,0.352531,0.354133,46.000000,50.000000,152.000000,38326,152136,152687,164664,
