key,subset,split,grade,grade_source,pad_fraction,readers,outcome,verdict,carried_by_its_pipeline,gradeable,bad,good,usable,note
test_152_n,main,test,usable,derived,0.0000,,graded,good,,0.999483,0.000517,0.851417,0.148066,
test_153_n,main,test,bad,derived,0.0000,,graded,usable,,0.946727,0.053273,0.425860,0.520867,
test_154_n,main,test,bad,derived,0.0000,,graded,usable,,0.857846,0.142154,0.244379,0.613467,
test_155_n,main,test,bad,derived,0.0000,,graded,usable,,0.795247,0.204753,0.009830,0.785417,
test_156_n,main,test,usable,derived,0.0000,,graded,usable,,0.933378,0.066622,0.040385,0.892992,
test_157_n,main,test,usable,derived,0.0000,,graded,good,,0.999007,0.000993,0.625462,0.373545,
test_158_n,main,test,good,derived,0.0000,,graded,usable,,0.959470,0.040530,0.182009,0.777462,
test_159_n,main,test,good,derived,0.0000,,graded,good,,0.999810,0.000190,0.903067,0.096743,
test_15_a,main,test,good,derived,0.0000,,graded,good,,0.999879,0.000121,0.917384,0.082495,
test_160_n,main,test,usable,derived,0.0000,,graded,good,,0.999911,0.000089,0.903005,0.096907,
test_161_n,main,test,good,derived,0.0000,,graded,good,,0.998002,0.001998,0.522501,0.475501,
test_162_n,main,test,good,derived,0.0000,,graded,good,,0.999450,0.000550,0.737176,0.262274,
test_163_n,main,test,usable,derived,0.0000,,graded,usable,,0.996231,0.003769,0.275296,0.720935,
test_164_n,main,test,usable,derived,0.0000,,graded,usable,,0.988312,0.011688,0.240419,0.747894,
test_165_n,main,test,usable,derived,0.0000,,graded,good,,0.998351,0.001649,0.742971,0.255380,
test_166_n,main,test,good,derived,0.0000,,graded,good,,0.999445,0.000555,0.856879,0.142566,
test_167_n,main,test,good,derived,0.0000,,graded,good,,0.992568,0.007432,0.613543,0.379026,
test_168_n,main,test,usable,derived,0.0000,,graded,good,,0.980152,0.019848,0.603686,0.376466,
test_169_n,main,test,usable,derived,0.0000,,graded,usable,,0.995142,0.004858,0.216753,0.778389,
test_16_a,main,test,good,derived,0.0000,,graded,good,,0.999526,0.000474,0.816244,0.183281,
test_170_n,main,test,usable,derived,0.0000,,graded,usable,,0.990767,0.009233,0.228611,0.762156,
test_171_n,main,test,good,derived,0.0000,,graded,good,,0.999999,0.000001,0.997825,0.002174,
test_172_n,main,test,good,derived,0.0000,,graded,good,,0.999990,0.000010,0.986118,0.013872,
test_173_n,main,test,good,derived,0.0000,,graded,good,,0.999984,0.000016,0.990112,0.009872,
test_174_n,main,test,good,derived,0.0000,,graded,good,,0.999854,0.000146,0.886592,0.113262,
test_175_n,main,test,good,derived,0.0000,,graded,good,,0.998679,0.001321,0.782200,0.216479,
test_176_n,main,test,good,derived,0.0000,,graded,good,,0.991105,0.008895,0.620706,0.370398,
test_177_n,main,test,good,derived,0.0000,,graded,good,,0.999721,0.000279,0.965974,0.033747,
test_178_n,main,test,good,derived,0.0000,,graded,good,,0.995472,0.004528,0.865956,0.129516,
test_179_n,main,test,good,derived,0.0000,,graded,good,,0.999987,0.000013,0.989518,0.010469,
test_17_a,main,test,good,derived,0.0000,,graded,usable,,0.998004,0.001996,0.212656,0.785348,
test_180_n,main,test,good,derived,0.0000,,graded,good,,0.999978,0.000022,0.973570,0.026409,
test_181_n,main,test,good,derived,0.0000,,graded,good,,0.999696,0.000304,0.925492,0.074204,
test_182_n,main,test,good,derived,0.0024,,graded,good,,0.999998,0.000002,0.996384,0.003614,
test_183_n,main,test,usable,derived,0.0000,,graded,usable,,0.969732,0.030268,0.075090,0.894642,
test_184_n,main,test,good,derived,0.0015,,graded,good,,0.999988,0.000012,0.983621,0.016367,
test_185_n,main,test,good,derived,0.0000,,graded,good,,0.999978,0.000022,0.977065,0.022913,
test_186_n,main,test,good,derived,0.0000,,graded,good,,0.999987,0.000013,0.980199,0.019788,
test_187_n,main,test,good,derived,0.0000,,graded,good,,0.999877,0.000123,0.941523,0.058353,
test_188_n,main,test,good,derived,0.0000,,graded,good,,0.999779,0.000222,0.954004,0.045775,
test_189_n,main,test,good,derived,0.0000,,graded,good,,0.999856,0.000144,0.990783,0.009073,
test_18_a,main,test,bad,derived,0.0000,,graded,bad,,0.071475,0.928525,0.000201,0.071274,
test_190_n,main,test,good,derived,0.0000,,graded,good,,0.999954,0.000046,0.936706,0.063248,
test_191_n,main,test,good,derived,0.0000,,graded,good,,0.999505,0.000495,0.922661,0.076844,
test_192_n,main,test,usable,derived,0.0000,,graded,good,,0.998144,0.001856,0.840778,0.157366,
test_193_n,main,test,good,derived,0.0000,,graded,good,,0.999983,0.000017,0.995253,0.004730,
test_194_n,main,test,good,derived,0.0000,,graded,good,,0.999882,0.000118,0.943532,0.056350,
test_195_n,main,test,good,derived,0.0000,,graded,good,,0.998761,0.001239,0.862806,0.135955,
test_196_n,main,test,usable,derived,0.0000,,graded,usable,,0.980173,0.019828,0.064025,0.916148,
test_197_n,main,test,usable,derived,0.0000,,graded,usable,,0.990397,0.009603,0.364553,0.625843,
test_198_n,main,test,good,derived,0.0000,,graded,good,,0.999635,0.000365,0.963972,0.035664,
test_199_n,main,test,good,derived,0.0000,,graded,good,,0.999985,0.000015,0.919101,0.080884,
test_19_a,main,test,bad,derived,0.0000,,graded,usable,,0.655086,0.344914,0.044065,0.611021,
test_1_a,main,test,good,derived,0.0000,,graded,good,,0.999954,0.000046,0.937197,0.062757,
test_200_n,main,test,good,derived,0.0000,,graded,good,,0.999707,0.000293,0.955206,0.044501,
test_20_a,main,test,good,derived,0.0000,,graded,good,,0.999987,0.000013,0.968629,0.031358,
test_21_a,main,test,good,derived,0.0000,,graded,good,,0.998216,0.001784,0.577758,0.420457,
test_22_a,main,test,good,derived,0.0000,,graded,good,,0.999991,0.000009,0.986915,0.013076,
test_23_a,main,test,good,derived,0.0000,,graded,good,,0.999994,0.000006,0.989162,0.010832,
test_24_a,main,test,usable,derived,0.0000,,graded,usable,,0.527157,0.472843,0.048150,0.479008,
test_25_a,main,test,good,derived,0.0000,,graded,usable,,0.999510,0.000490,0.228053,0.771457,
test_26_a,main,test,good,derived,0.0000,,graded,good,,0.999985,0.000015,0.993413,0.006572,
test_27_a,main,test,bad,derived,0.0000,,graded,bad,,0.007840,0.992160,0.000004,0.007836,
test_28_a,main,test,good,derived,0.0000,,graded,good,,0.971050,0.028950,0.536581,0.434469,
test_29_a,main,test,good,derived,0.0000,,graded,good,,0.981393,0.018607,0.533407,0.447986,
test_2_a,main,test,good,derived,0.0000,,graded,good,,0.999988,0.000012,0.982623,0.017365,
test_30_a,main,test,good,derived,0.0000,,graded,good,,0.995273,0.004727,0.531978,0.463295,
test_31_a,main,test,good,derived,0.0000,,graded,good,,0.999994,0.000006,0.989024,0.010970,
test_32_a,main,test,good,derived,0.0000,,graded,good,,0.999985,0.000015,0.985477,0.014508,
test_33_a,main,test,good,derived,0.0000,,graded,good,,1.000000,0.000000,0.999413,0.000587,
test_34_a,main,test,good,derived,0.0000,,graded,usable,,0.997452,0.002548,0.393895,0.603557,
test_35_a,main,test,good,derived,0.0000,,graded,good,,0.999963,0.000037,0.936462,0.063501,
test_36_a,main,test,good,derived,0.0000,,graded,good,,0.999967,0.000033,0.964506,0.035462,
test_37_a,main,test,usable,derived,0.0000,,graded,bad,,0.012781,0.987219,0.000196,0.012584,
test_38_a,main,test,good,derived,0.0000,,graded,usable,,0.694405,0.305595,0.089095,0.605310,
test_39_a,main,test,good,derived,0.0000,,graded,good,,0.999710,0.000290,0.752603,0.247107,
test_3_a,main,test,good,derived,0.0000,,graded,good,,0.999999,0.000001,0.994702,0.005297,
test_40_a,main,test,good,derived,0.0000,,graded,usable,,0.998743,0.001257,0.275663,0.723080,
test_41_a,main,test,good,derived,0.0000,,graded,bad,,0.096293,0.903707,0.053980,0.042313,
test_42_a,main,test,good,derived,0.0000,,graded,good,,0.996004,0.003997,0.715593,0.280411,
test_43_a,main,test,usable,derived,0.0000,,graded,usable,,0.981396,0.018604,0.016018,0.965378,
test_44_a,main,test,good,derived,0.0000,,graded,good,,0.999177,0.000823,0.911653,0.087525,
test_45_a,main,test,good,derived,0.0000,,graded,good,,0.999277,0.000723,0.683994,0.315283,
test_46_a,main,test,good,derived,0.0000,,graded,usable,,0.945725,0.054275,0.088654,0.857072,
test_47_a,main,test,usable,derived,0.0000,,graded,usable,,0.598871,0.401129,0.020680,0.578191,
test_48_a,main,test,good,derived,0.0000,,graded,good,,0.999985,0.000015,0.985477,0.014508,
test_49_a,main,test,good,derived,0.0000,,graded,good,,0.999966,0.000034,0.988015,0.011951,
test_4_a,main,test,good,derived,0.0000,,graded,good,,0.999608,0.000392,0.689591,0.310017,
test_50_a,main,test,good,derived,0.0000,,graded,good,,0.999636,0.000364,0.851601,0.148034,
test_51_d,main,test,bad,derived,0.0000,,graded,bad,,0.003813,0.996187,0.000016,0.003797,
test_52_d,main,test,good,derived,0.0000,,graded,usable,,0.932869,0.067131,0.154965,0.777905,
test_53_d,main,test,bad,derived,0.0000,,graded,bad,,0.036580,0.963420,0.000029,0.036551,
test_54_d,main,test,good,derived,0.0000,,graded,good,,0.999999,0.000001,0.997938,0.002061,
test_55_d,main,test,usable,derived,0.0000,,graded,usable,,0.699885,0.300115,0.022262,0.677623,
test_56_d,main,test,good,derived,0.0000,,graded,usable,,0.974013,0.025987,0.186076,0.787938,
test_57_d,main,test,usable,derived,0.0000,,graded,bad,,0.387268,0.612732,0.008758,0.378509,
test_58_d,main,test,good,derived,0.0000,,graded,good,,0.999823,0.000177,0.899440,0.100382,
test_59_d,main,test,good,derived,0.0000,,graded,good,,0.997998,0.002002,0.605233,0.392765,
test_5_a,main,test,good,derived,0.0000,,graded,good,,0.999996,0.000004,0.995029,0.004967,
test_60_d,main,test,good,derived,0.0000,,graded,usable,,0.992984,0.007016,0.268299,0.724685,
test_61_d,main,test,usable,derived,0.0000,,graded,bad,,0.169359,0.830641,0.003144,0.166215,
test_62_d,main,test,bad,derived,0.0000,,graded,bad,,0.110543,0.889457,0.000445,0.110098,
test_63_d,main,test,usable,derived,0.0000,,graded,bad,,0.398203,0.601797,0.023460,0.374743,
test_64_d,main,test,usable,derived,0.0000,,graded,usable,,0.828897,0.171103,0.004924,0.823973,
test_65_d,main,test,usable,derived,0.0000,,graded,usable,,0.768901,0.231099,0.196207,0.572694,
test_66_d,main,test,usable,derived,0.0000,,graded,bad,,0.151900,0.848100,0.003104,0.148796,
test_67_d,main,test,good,derived,0.0000,,graded,usable,,0.918146,0.081854,0.224322,0.693824,
test_68_d,main,test,good,derived,0.0000,,graded,good,,0.999185,0.000815,0.805487,0.193697,
test_69_d,main,test,good,derived,0.0000,,graded,good,,0.999993,0.000007,0.983432,0.016561,
test_6_a,main,test,good,derived,0.0000,,graded,good,,0.999967,0.000033,0.990569,0.009398,
test_70_d,main,test,good,derived,0.0000,,graded,good,,0.999935,0.000065,0.960990,0.038945,
test_71_d,main,test,good,derived,0.0000,,graded,usable,,0.737923,0.262077,0.022350,0.715573,
test_72_d,main,test,good,derived,0.0000,,graded,good,,0.999782,0.000218,0.857486,0.142296,
test_73_d,main,test,good,derived,0.0000,,graded,good,,0.998831,0.001169,0.885073,0.113758,
test_74_d,main,test,good,derived,0.0000,,graded,good,,0.999864,0.000136,0.960794,0.039070,
test_75_d,main,test,good,derived,0.0000,,graded,good,,0.999989,0.000011,0.966216,0.033773,
test_76_d,main,test,usable,derived,0.0000,,graded,bad,,0.127137,0.872863,0.000699,0.126437,
test_77_d,main,test,good,derived,0.0000,,graded,good,,0.999966,0.000034,0.981182,0.018784,
test_78_d,main,test,good,derived,0.0000,,graded,usable,,0.604199,0.395801,0.096664,0.507535,
test_79_d,main,test,good,derived,0.0000,,graded,good,,0.999227,0.000773,0.668743,0.330484,
test_7_a,main,test,good,derived,0.0000,,graded,good,,0.999991,0.000008,0.992560,0.007432,
test_80_d,main,test,good,derived,0.0000,,graded,usable,,0.995831,0.004169,0.379308,0.616523,
test_81_d,main,test,good,derived,0.0000,,graded,good,,0.999924,0.000076,0.886717,0.113207,
test_82_d,main,test,bad,derived,0.0000,,graded,bad,,0.351189,0.648811,0.002384,0.348805,
test_83_d,main,test,good,derived,0.0000,,graded,usable,,0.977127,0.022873,0.077507,0.899620,
test_84_d,main,test,good,derived,0.0000,,graded,good,,0.998614,0.001386,0.895424,0.103190,
test_85_d,main,test,good,derived,0.0000,,graded,usable,,0.986800,0.013200,0.475061,0.511739,
test_86_d,main,test,good,derived,0.0000,,graded,good,,0.999713,0.000287,0.909349,0.090364,
test_87_d,main,test,good,derived,0.0000,,graded,good,,0.999513,0.000487,0.878186,0.121327,
test_88_d,main,test,good,derived,0.0000,,graded,usable,,0.987991,0.012009,0.375563,0.612427,
test_89_d,main,test,good,derived,0.0000,,graded,good,,0.999974,0.000026,0.992991,0.006983,
test_8_a,main,test,good,derived,0.0000,,graded,good,,0.999444,0.000556,0.866400,0.133043,
test_90_d,main,test,good,derived,0.0000,,graded,good,,0.999291,0.000709,0.731778,0.267513,
test_91_d,main,test,good,derived,0.0000,,graded,usable,,0.989727,0.010273,0.453337,0.536390,
test_92_d,main,test,good,derived,0.0000,,graded,good,,0.999842,0.000158,0.924163,0.075679,
test_93_d,main,test,good,derived,0.0000,,graded,good,,0.999178,0.000822,0.852215,0.146962,
test_94_d,main,test,usable,derived,0.0000,,graded,usable,,0.559506,0.440494,0.010112,0.549394,
test_95_d,main,test,usable,derived,0.0000,,graded,bad,,0.026072,0.973928,0.000334,0.025739,
test_96_d,main,test,good,derived,0.0000,,graded,good,,0.999403,0.000598,0.895208,0.104195,
test_97_d,main,test,good,derived,0.0000,,graded,usable,,0.903647,0.096353,0.187805,0.715842,
test_98_d,main,test,good,derived,0.0000,,graded,good,,0.999939,0.000061,0.985104,0.014835,
test_99_d,main,test,good,derived,0.0000,,graded,good,,0.995347,0.004653,0.716735,0.278612,
test_9_a,main,test,good,derived,0.0000,,graded,good,,0.999921,0.000079,0.910341,0.089580,
train_100_a,main,train,good,derived,0.0000,,graded,good,,0.998858,0.001142,0.775093,0.223765,
train_101_a,main,train,good,derived,0.0000,,graded,good,,0.999958,0.000042,0.960636,0.039322,
train_102_a,main,train,usable,derived,0.0000,,graded,usable,,0.992405,0.007595,0.170146,0.822259,
train_103_a,main,train,good,derived,0.0000,,graded,usable,,0.988662,0.011338,0.267992,0.720671,
train_104_a,main,train,good,derived,0.0000,,graded,good,,0.999705,0.000295,0.795700,0.204005,
train_105_a,main,train,good,derived,0.0000,,graded,usable,,0.991531,0.008469,0.218471,0.773059,
train_106_a,main,train,usable,derived,0.0000,,graded,bad,,0.065374,0.934626,0.000300,0.065074,
train_107_a,main,train,usable,derived,0.0000,,graded,usable,,0.820243,0.179757,0.051224,0.769019,
train_108_a,main,train,usable,derived,0.0000,,graded,usable,,0.739162,0.260838,0.044277,0.694885,
train_109_a,main,train,usable,derived,0.0000,,graded,usable,,0.674509,0.325491,0.002073,0.672435,
train_10_a,main,train,good,derived,0.0000,,graded,good,,0.999729,0.000271,0.927360,0.072369,
train_110_a,main,train,good,derived,0.0000,,graded,usable,,0.876212,0.123788,0.093031,0.783181,
train_111_a,main,train,good,derived,0.0000,,graded,usable,,0.891827,0.108173,0.012309,0.879518,
train_112_a,main,train,good,derived,0.0000,,graded,good,,0.999999,0.000001,0.998247,0.001752,
train_113_a,main,train,good,derived,0.0000,,graded,good,,0.999951,0.000049,0.911441,0.088511,
train_114_a,main,train,good,derived,0.0000,,graded,good,,0.999934,0.000066,0.842628,0.157307,
train_115_a,main,train,good,derived,0.0000,,graded,good,,0.999970,0.000031,0.985282,0.014688,
train_116_a,main,train,good,derived,0.0000,,graded,good,,0.999985,0.000015,0.992243,0.007742,
train_117_a,main,train,good,derived,0.0000,,graded,usable,,0.984495,0.015505,0.091698,0.892797,
train_118_a,main,train,good,derived,0.0000,,graded,good,,0.995712,0.004288,0.608949,0.386763,
train_119_a,main,train,good,derived,0.0000,,graded,good,,0.999701,0.000299,0.814464,0.185237,
train_11_a,main,train,good,derived,0.0000,,graded,good,,0.999684,0.000316,0.928148,0.071536,
train_120_a,main,train,good,derived,0.0000,,graded,usable,,0.947088,0.052912,0.220850,0.726238,
train_121_a,main,train,good,derived,0.0000,,graded,usable,,0.998651,0.001349,0.370105,0.628545,
train_122_a,main,train,good,derived,0.0000,,graded,usable,,0.873739,0.126261,0.076132,0.797607,
train_123_a,main,train,good,derived,0.0000,,graded,usable,,0.996987,0.003013,0.399600,0.597387,
train_124_a,main,train,good,derived,0.0000,,graded,usable,,0.977599,0.022401,0.299700,0.677899,
train_125_a,main,train,good,derived,0.0000,,graded,good,,0.997768,0.002232,0.531813,0.465954,
train_126_a,main,train,good,derived,0.0000,,graded,usable,,0.994735,0.005265,0.123386,0.871349,
train_127_a,main,train,good,derived,0.0000,,graded,usable,,0.957935,0.042065,0.038826,0.919109,
train_128_a,main,train,good,derived,0.0000,,graded,usable,,0.975222,0.024778,0.009046,0.966176,
train_129_a,main,train,good,derived,0.0000,,graded,good,,0.999680,0.000320,0.783459,0.216222,
train_12_a,main,train,good,derived,0.0000,,graded,good,,0.999436,0.000564,0.739706,0.259730,
train_130_a,main,train,good,derived,0.0000,,graded,usable,,0.886427,0.113573,0.075406,0.811021,
train_131_a,main,train,usable,derived,0.0000,,graded,usable,,0.984836,0.015164,0.288156,0.696680,
train_132_a,main,train,good,derived,0.0000,,graded,good,,0.998768,0.001232,0.575177,0.423591,
train_133_a,main,train,good,derived,0.0000,,graded,good,,0.999994,0.000006,0.991175,0.008819,
train_134_a,main,train,good,derived,0.0000,,graded,good,,0.973754,0.026246,0.571847,0.401906,
train_135_a,main,train,good,derived,0.0000,,graded,good,,0.999941,0.000059,0.962225,0.037716,
train_136_a,main,train,good,derived,0.0000,,graded,good,,0.999857,0.000143,0.918471,0.081387,
train_137_a,main,train,good,derived,0.0000,,graded,good,,0.997336,0.002664,0.769768,0.227569,
train_138_a,main,train,usable,derived,0.0000,,graded,usable,,0.526974,0.473025,0.012059,0.514916,
train_139_a,main,train,good,derived,0.0000,,graded,usable,,0.751268,0.248732,0.020304,0.730964,
train_13_a,main,train,good,derived,0.0000,,graded,good,,0.999731,0.000269,0.825265,0.174466,
train_140_a,main,train,good,derived,0.0000,,graded,usable,,0.982873,0.017127,0.171105,0.811769,
train_141_a,main,train,good,derived,0.0000,,graded,good,,0.996098,0.003902,0.764497,0.231601,
train_142_a,main,train,good,derived,0.0000,,graded,usable,,0.894905,0.105095,0.188794,0.706111,
train_143_a,main,train,bad,derived,0.0000,,graded,usable,,0.558191,0.441809,0.004117,0.554074,
train_144_a,main,train,good,derived,0.0000,,graded,bad,,0.322947,0.677053,0.006745,0.316202,
train_145_a,main,train,good,derived,0.0000,,graded,usable,,0.959028,0.040972,0.037473,0.921555,
train_146_a,main,train,good,derived,0.0000,,graded,usable,,0.946097,0.053903,0.021192,0.924905,
train_147_a,main,train,good,derived,0.0000,,graded,good,,0.999991,0.000009,0.992180,0.007811,
train_148_a,main,train,good,derived,0.0000,,graded,good,,0.997884,0.002116,0.529698,0.468185,
train_149_a,main,train,good,derived,0.0000,,graded,usable,,0.968629,0.031371,0.064920,0.903709,
train_14_a,main,train,good,derived,0.0000,,graded,usable,,0.980277,0.019723,0.240792,0.739485,
train_150_a,main,train,good,derived,0.0000,,graded,good,,0.999997,0.000003,0.996627,0.003370,
train_151_d,main,train,usable,derived,0.0000,,graded,usable,,0.905757,0.094243,0.010813,0.894944,
train_152_d,main,train,good,derived,0.0000,,graded,good,,0.999995,0.000005,0.996965,0.003030,
train_153_d,main,train,good,derived,0.0000,,graded,good,,0.999979,0.000021,0.991421,0.008559,
train_154_d,main,train,good,derived,0.0000,,graded,good,,0.999715,0.000285,0.775964,0.223750,
train_155_d,main,train,bad,derived,0.0000,,graded,bad,,0.117226,0.882774,0.000362,0.116864,
train_156_d,main,train,good,derived,0.0000,,graded,good,,0.998956,0.001044,0.821682,0.177274,
train_157_d,main,train,good,derived,0.0000,,graded,good,,0.998161,0.001839,0.506818,0.491343,
train_158_d,main,train,good,derived,0.0000,,graded,bad,,0.266442,0.733558,0.002259,0.264183,
train_159_d,main,train,good,derived,0.0000,,graded,good,,0.997015,0.002985,0.580970,0.416044,
train_15_a,main,train,good,derived,0.0000,,graded,good,,0.999210,0.000790,0.877091,0.122120,
train_160_d,main,train,good,derived,0.0000,,graded,good,,0.997908,0.002092,0.608744,0.389164,
train_161_d,main,train,good,derived,0.0000,,graded,good,,0.999989,0.000012,0.984585,0.015403,
train_162_d,main,train,good,derived,0.0000,,graded,good,,0.994500,0.005500,0.734874,0.259625,
train_163_d,main,train,bad,derived,0.0000,,graded,bad,,0.041282,0.958718,0.000210,0.041072,
train_164_d,main,train,good,derived,0.0000,,graded,good,,0.999995,0.000005,0.992306,0.007689,
train_165_d,main,train,usable,derived,0.0000,,graded,usable,,0.955457,0.044544,0.070028,0.885429,
train_166_d,main,train,bad,derived,0.0000,,graded,bad,,0.219997,0.780003,0.000176,0.219821,
train_167_d,main,train,good,derived,0.0000,,graded,usable,,0.995468,0.004532,0.381381,0.614087,
train_168_d,main,train,usable,derived,0.0000,,graded,bad,,0.269705,0.730295,0.000328,0.269377,
train_169_d,main,train,usable,derived,0.0000,,graded,usable,,0.786269,0.213731,0.051997,0.734272,
train_16_a,main,train,good,derived,0.0000,,graded,good,,0.999367,0.000633,0.930447,0.068921,
train_170_d,main,train,good,derived,0.0000,,graded,good,,0.999865,0.000135,0.901828,0.098038,
train_171_d,main,train,good,derived,0.0000,,graded,good,,0.999874,0.000126,0.848972,0.150902,
train_172_d,main,train,good,derived,0.0000,,graded,good,,0.999925,0.000075,0.920757,0.079169,
train_173_d,main,train,bad,derived,0.0000,,graded,bad,,0.177930,0.822070,0.000274,0.177656,
train_174_d,main,train,good,derived,0.0000,,graded,good,,0.997918,0.002082,0.668035,0.329883,
train_175_d,main,train,usable,derived,0.0000,,graded,usable,,0.937524,0.062476,0.028658,0.908866,
train_176_d,main,train,good,derived,0.0000,,graded,usable,,0.999218,0.000782,0.491704,0.507513,
