key,subset,split,native_side,reader,outcome,resampling,said_disc_width,said_disc_height,said_disc_radius,said_disc_center_x,said_disc_center_y,truth_disc_width,truth_disc_height,truth_disc_radius,truth_disc_center_x,truth_disc_center_y,disc_dice,disc_center_offset,disc_center_offset_diameters,disc_width_error,disc_height_error,disc_radius_error,said_cup_width,said_cup_height,said_cup_radius,said_cup_center_x,said_cup_center_y,truth_cup_width,truth_cup_height,truth_cup_radius,truth_cup_center_x,truth_cup_center_y,cup_dice,cup_center_offset,cup_center_offset_diameters,cup_width_error,cup_height_error,cup_radius_error,said_vertical_ratio,truth_vertical_ratio,cup_vertical_ratio_error,said_area_ratio,truth_area_ratio,cup_area_ratio_error,cup_outside_its_disc,note
101_od_1,main,unspecified,1530,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",193.000000,227.000000,100.770641,1186.039809,694.097267,183.000000,203.000000,95.361392,1188.703455,700.888025,0.929140,7.294478,0.038246,10.000000,24.000000,5.409248,161.000000,186.000000,82.753362,1174.642791,692.048341,118.000000,164.000000,68.010006,1182.263574,704.500379,0.782189,14.598959,0.076545,43.000000,22.000000,14.743356,0.819383,0.807882,0.011501,0.674378,0.508628,0.165750,0.002835,
101_od_6,main,unspecified,2099,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",254.000000,292.000000,135.019420,1613.067555,985.185204,226.000000,272.000000,122.184500,1620.177779,996.082706,0.890749,13.011950,0.053247,28.000000,20.000000,12.834920,209.000000,241.000000,108.096427,1598.449726,986.473126,118.000000,164.000000,69.232292,1631.171072,996.543100,0.579983,34.235812,0.140099,91.000000,77.000000,38.864135,0.825342,0.602941,0.222401,0.640959,0.321059,0.319900,0.000000,
101_od_7,main,unspecified,1572,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",203.000000,235.000000,107.019195,1183.232456,703.913343,174.000000,218.000000,97.366438,1186.619649,705.876708,0.905754,3.915083,0.020105,29.000000,17.000000,9.652756,158.000000,184.000000,84.217462,1178.120725,699.548874,96.000000,134.000000,56.528868,1196.850384,708.939436,0.621206,20.951916,0.107593,62.000000,50.000000,27.688594,0.782979,0.614679,0.168300,0.619271,0.337071,0.282200,0.000000,
101_os_1,main,unspecified,1529,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",205.000000,215.000000,104.443668,380.733411,747.071754,189.000000,206.000000,95.957022,378.600062,751.908183,0.913619,5.286040,0.027544,16.000000,9.000000,8.486646,154.000000,165.000000,78.521733,387.371967,749.629375,118.000000,134.000000,62.830560,374.884293,750.213917,0.780687,12.501348,0.065140,36.000000,31.000000,15.691173,0.767442,0.650485,0.116956,0.565217,0.428734,0.136483,0.000000,
101_os_6,main,unspecified,2102,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",278.000000,283.000000,138.014426,551.165171,1001.206481,273.000000,263.000000,131.059674,545.033690,1011.124402,0.935142,11.660198,0.044484,5.000000,20.000000,6.954753,220.000000,221.000000,104.784451,556.800400,1005.787528,148.000000,178.000000,79.350412,538.608817,1006.121480,0.728918,18.194649,0.069414,72.000000,43.000000,25.434039,0.780919,0.676806,0.104113,0.576428,0.366573,0.209855,0.000000,
101_os_7,main,unspecified,1572,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",217.000000,217.000000,107.712938,444.441384,783.507723,201.000000,214.000000,101.544721,440.891585,788.677286,0.927821,6.271001,0.030878,16.000000,3.000000,6.168217,160.000000,164.000000,79.117406,445.259242,781.708162,121.000000,157.000000,67.789673,444.094757,781.600540,0.846695,1.169448,0.005758,39.000000,7.000000,11.327732,0.755760,0.733645,0.022116,0.539521,0.445669,0.093852,0.000000,
102_os_1,main,unspecified,1531,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",207.000000,243.000000,108.655942,772.809221,835.978835,199.000000,231.000000,106.495921,771.439573,838.708195,0.962486,3.053742,0.014337,8.000000,12.000000,2.160020,179.000000,215.000000,94.258504,774.772463,839.416237,180.000000,189.000000,93.098120,773.068310,837.453414,0.965851,2.599387,0.012204,-1.000000,26.000000,1.160384,0.884774,0.818182,0.066592,0.752548,0.764216,-0.011668,0.000000,
103_od_1,main,unspecified,1534,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",271.000000,275.000000,134.451243,821.583103,682.707190,256.000000,269.000000,131.578398,818.497978,682.884519,0.972145,3.090218,0.011743,15.000000,6.000000,2.872845,228.000000,226.000000,110.519253,821.926068,685.618899,206.000000,228.000000,107.230164,813.186945,682.248235,0.939970,9.366624,0.035593,22.000000,-2.000000,3.289089,0.821818,0.847584,-0.025765,0.675688,0.664148,0.011540,0.000000,
103_os_1,main,unspecified,1533,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",253.000000,277.000000,131.074245,778.210157,668.486012,254.000000,268.000000,130.686330,778.606132,670.735943,0.981204,2.284510,0.008740,-1.000000,9.000000,0.387915,208.000000,220.000000,104.764704,777.052000,668.600679,229.000000,230.000000,115.424695,783.461641,677.082189,0.898082,10.631064,0.040674,-21.000000,-10.000000,-10.659991,0.794224,0.858209,-0.063985,0.638845,0.780076,-0.141232,0.000000,
104_od_1,main,unspecified,2106,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",271.000000,289.000000,138.635743,1551.626174,970.880890,259.000000,285.000000,135.648589,1549.551698,965.013130,0.955478,6.223669,0.022940,12.000000,4.000000,2.987154,151.000000,162.000000,77.540670,1541.052570,967.501932,95.000000,102.000000,47.982657,1560.958385,960.738283,0.553786,21.023521,0.077493,56.000000,60.000000,29.558012,0.560554,0.357895,0.202659,0.312830,0.125123,0.187707,0.000000,
104_os_1,main,unspecified,2103,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",332.000000,313.000000,157.265253,640.104557,880.400970,325.000000,254.000000,143.842898,638.417018,868.565475,0.910940,11.955197,0.041556,7.000000,59.000000,13.422355,206.000000,193.000000,98.133314,642.653798,884.881834,102.000000,96.000000,50.085928,654.013450,876.133739,0.413321,14.337742,0.049838,104.000000,97.000000,48.047386,0.616613,0.377953,0.238661,0.389374,0.121242,0.268132,0.000000,
105_od_1,main,unspecified,1529,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",206.000000,254.000000,114.034704,1199.833011,757.296698,168.000000,254.000000,101.782678,1206.509494,768.468383,0.873854,13.014683,0.063934,38.000000,0.000000,12.252026,127.000000,130.000000,63.927933,1189.436249,760.425968,91.000000,122.000000,53.153726,1197.057458,771.044953,0.779830,13.070795,0.064209,36.000000,8.000000,10.774207,0.511811,0.480315,0.031496,0.314273,0.272722,0.041551,0.000000,
105_od_2,main,unspecified,2102,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",295.000000,355.000000,159.624778,1613.579627,1074.956813,240.000000,350.000000,144.531673,1618.037211,1083.042255,0.893694,9.232790,0.031940,55.000000,5.000000,15.093105,179.000000,188.000000,90.699508,1596.362560,1075.194978,113.000000,141.000000,61.911935,1606.862564,1076.988042,0.635697,10.652003,0.036850,66.000000,47.000000,28.787573,0.529577,0.402857,0.126720,0.322856,0.183494,0.139362,0.000000,
105_od_3,main,unspecified,2099,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",291.000000,348.000000,157.890448,1632.852907,1080.385812,253.000000,343.000000,146.735938,1631.805242,1085.030676,0.918615,4.761551,0.016225,38.000000,5.000000,11.154510,176.000000,178.000000,87.192393,1614.929325,1081.965332,128.000000,160.000000,72.618454,1615.753124,1085.053359,0.819114,3.196021,0.010890,48.000000,18.000000,14.573938,0.511494,0.466472,0.045022,0.304962,0.244918,0.060044,0.000000,
105_od_5,main,unspecified,2099,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",288.000000,359.000000,159.042432,1652.493651,1054.655031,231.000000,342.000000,139.402786,1664.755287,1066.627688,0.868656,17.137451,0.061467,57.000000,17.000000,19.639645,171.000000,188.000000,89.229396,1638.818215,1056.954184,101.000000,146.000000,60.286502,1647.996409,1055.347784,0.626829,9.317713,0.033420,70.000000,42.000000,28.942895,0.523677,0.426901,0.096776,0.314768,0.187024,0.127744,0.000000,
105_od_6,main,unspecified,2100,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",289.000000,356.000000,159.228455,1648.411658,1081.856486,243.000000,346.000000,146.782570,1646.285746,1095.733830,0.900724,14.039236,0.047823,46.000000,10.000000,12.445884,169.000000,190.000000,88.172562,1637.904725,1083.315182,126.000000,177.000000,73.550503,1638.753575,1086.207885,0.820445,3.014677,0.010269,43.000000,13.000000,14.622059,0.533708,0.511561,0.022147,0.306638,0.251086,0.055552,0.000000,
105_od_7,main,unspecified,1572,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",225.000000,283.000000,124.947296,1161.450047,788.591954,187.000000,282.000000,116.246332,1161.220503,796.098014,0.910611,7.509569,0.032300,38.000000,1.000000,8.700964,127.000000,152.000000,69.875284,1153.737858,784.362670,99.000000,126.000000,55.362495,1154.952955,787.984318,0.771307,3.820052,0.016431,28.000000,26.000000,14.512789,0.537102,0.446809,0.090294,0.312747,0.226816,0.085932,0.000000,
105_od_8,main,unspecified,1572,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",212.000000,252.000000,115.435726,1121.015957,809.146000,164.000000,250.000000,100.975751,1133.316090,818.363699,0.851722,15.370727,0.076111,48.000000,2.000000,14.459975,137.000000,141.000000,67.932737,1109.101600,809.307008,80.000000,119.000000,48.148218,1113.890018,809.802691,0.668748,4.814005,0.023837,57.000000,22.000000,19.784519,0.559524,0.476000,0.083524,0.346320,0.227366,0.118954,0.000000,
105_os_1,main,unspecified,1529,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",215.000000,260.000000,118.069393,392.744012,717.342071,210.000000,250.000000,112.861892,387.451933,714.210635,0.937575,6.149145,0.027242,5.000000,10.000000,5.207500,142.000000,161.000000,74.126009,398.633414,717.202873,125.000000,127.000000,63.615972,402.197184,715.818546,0.848279,3.823194,0.016937,17.000000,34.000000,10.510037,0.619231,0.508000,0.111231,0.394155,0.317715,0.076440,0.000000,
105_os_2,main,unspecified,2104,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",304.000000,365.000000,164.366156,512.172986,970.888929,278.000000,348.000000,153.747614,506.151760,973.685909,0.931078,6.639146,0.021591,26.000000,17.000000,10.618542,187.000000,203.000000,95.893974,526.786285,969.445775,154.000000,170.000000,79.886137,522.705222,971.156317,0.819363,4.425046,0.014391,33.000000,33.000000,16.007837,0.556164,0.488506,0.067659,0.340375,0.269977,0.070399,0.000000,
105_os_3,main,unspecified,2100,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",310.000000,364.000000,164.376807,520.626436,959.051293,305.000000,359.000000,163.123981,524.636322,963.465154,0.968821,5.963334,0.018279,5.000000,5.000000,1.252826,179.000000,194.000000,93.781140,531.872240,958.105320,163.000000,160.000000,80.962680,540.717622,952.537319,0.828858,10.451958,0.032037,16.000000,34.000000,12.818460,0.532967,0.445682,0.087285,0.325499,0.246340,0.079160,0.000000,
105_os_4,main,unspecified,2100,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",308.000000,359.000000,164.613853,510.466909,970.185293,276.000000,353.000000,156.221437,503.382309,972.588006,0.935754,7.480949,0.023943,32.000000,6.000000,8.392416,193.000000,209.000000,99.252478,525.602721,970.213746,134.000000,156.000000,73.136033,524.320102,961.479469,0.703803,8.827950,0.028255,59.000000,53.000000,26.116445,0.582173,0.441926,0.140246,0.363538,0.219170,0.144368,0.000000,
105_os_5,main,unspecified,2100,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",312.000000,362.000000,164.160749,526.515190,967.883584,280.000000,353.000000,156.408779,518.285993,969.149841,0.942922,8.326049,0.026616,32.000000,9.000000,7.751970,187.000000,213.000000,99.013263,539.386506,964.370759,178.000000,178.000000,88.313243,544.040405,964.572566,0.880490,4.658272,0.014891,9.000000,35.000000,10.700020,0.588398,0.504249,0.084148,0.363788,0.318808,0.044980,0.000000,
105_os_6,main,unspecified,1571,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",240.000000,281.000000,128.414804,446.172451,742.438714,212.000000,271.000000,118.050519,438.931911,741.991549,0.915438,7.254335,0.030726,28.000000,10.000000,10.364285,153.000000,163.000000,77.943970,452.183223,742.162580,124.000000,147.000000,66.385242,454.344240,740.142362,0.840849,2.958255,0.012530,29.000000,16.000000,11.558728,0.580071,0.542435,0.037636,0.368413,0.316233,0.052180,0.000000,
105_os_7,main,unspecified,1571,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",457.000000,853.000000,119.540310,499.074822,769.065935,207.000000,228.000000,107.034065,481.556834,747.555500,0.876416,27.741282,0.129591,250.000000,625.000000,12.506245,147.000000,161.000000,76.159325,500.781802,755.416036,111.000000,111.000000,53.473149,501.128020,744.126127,0.660393,11.295216,0.052765,36.000000,50.000000,22.686175,0.188746,0.486842,-0.298097,0.405898,0.249590,0.156308,0.000000,
106_od_1,main,unspecified,1535,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",254.000000,268.000000,129.118087,1182.112916,781.325079,255.000000,262.000000,128.381337,1179.475637,780.757566,0.975287,2.697650,0.010506,-1.000000,6.000000,0.736750,186.000000,193.000000,94.307457,1176.285530,769.157439,189.000000,188.000000,95.058829,1171.663485,769.302839,0.955387,4.624332,0.018010,-3.000000,5.000000,-0.751372,0.720149,0.717557,0.002592,0.533480,0.548253,-0.014773,0.000000,
106_od_4,main,unspecified,1572,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",257.000000,273.000000,132.128816,884.428400,776.175965,251.000000,274.000000,130.477914,878.931138,776.317553,0.969168,5.499084,0.021073,6.000000,-1.000000,1.650902,192.000000,209.000000,99.396691,883.556382,769.967588,182.000000,194.000000,95.762768,872.000833,769.359111,0.913113,11.571559,0.044343,10.000000,15.000000,3.633923,0.765568,0.708029,0.057539,0.565912,0.538666,0.027246,0.000000,
106_os_1,main,unspecified,1535,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",239.000000,264.000000,124.957485,357.630346,700.870429,240.000000,261.000000,125.385978,358.250471,704.804155,0.973193,3.982305,0.015880,-1.000000,3.000000,-0.428493,158.000000,170.000000,81.013774,359.077113,698.669916,128.000000,131.000000,64.571985,360.453622,693.810596,0.776974,5.050521,0.020140,30.000000,39.000000,16.441789,0.643939,0.501916,0.142024,0.420333,0.265210,0.155122,0.000000,
106_os_3,main,unspecified,1573,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",238.000000,270.000000,126.324303,608.512218,857.491094,234.000000,263.000000,124.468713,610.224528,858.116044,0.979272,1.822792,0.007322,4.000000,7.000000,1.855590,159.000000,176.000000,82.501032,607.290605,855.167002,142.000000,147.000000,72.695122,613.351644,842.073545,0.861129,14.428264,0.057959,17.000000,29.000000,9.805910,0.651852,0.558935,0.092916,0.426525,0.341107,0.085419,0.000000,
107_od_1,main,unspecified,1531,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",203.000000,198.000000,99.961912,1102.429345,684.956995,200.000000,187.000000,97.127494,1102.697574,689.562709,0.961805,4.613517,0.023750,3.000000,11.000000,2.834418,105.000000,104.000000,52.490860,1097.165088,687.316543,87.000000,87.000000,44.205253,1101.401694,682.026877,0.829875,6.777123,0.034888,18.000000,17.000000,8.285607,0.525253,0.465241,0.060012,0.275739,0.207140,0.068599,0.000000,
107_os_1,main,unspecified,1532,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",200.000000,197.000000,99.431912,418.458242,791.462170,200.000000,196.000000,98.607363,414.752709,795.039087,0.964436,5.150273,0.026115,0.000000,1.000000,0.824548,84.000000,85.000000,41.936406,417.016652,789.193846,78.000000,72.000000,36.689679,416.671317,790.909671,0.866721,1.750232,0.008875,6.000000,13.000000,5.246727,0.431472,0.367347,0.064125,0.177882,0.138442,0.039439,0.000000,
108_od_1,main,unspecified,1528,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",231.000000,261.000000,122.979094,888.676762,786.143455,229.000000,262.000000,122.253517,884.214593,784.497955,0.971493,4.755904,0.019451,2.000000,-1.000000,0.725577,162.000000,173.000000,83.253815,885.587692,782.564960,136.000000,147.000000,69.845668,888.272543,779.562573,0.826177,4.027747,0.016473,26.000000,26.000000,13.408148,0.662835,0.561069,0.101767,0.458296,0.326405,0.131891,0.000000,
108_od_2,main,unspecified,1531,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",234.000000,264.000000,123.953620,1175.253910,730.193789,225.000000,262.000000,120.932823,1175.546871,731.126042,0.969983,0.977201,0.004040,9.000000,2.000000,3.020797,165.000000,173.000000,84.024480,1168.096393,729.279531,148.000000,155.000000,74.950203,1174.086525,726.797144,0.875163,6.484129,0.026809,17.000000,18.000000,9.074278,0.655303,0.591603,0.063700,0.459508,0.384111,0.075397,0.000000,
108_od_3,main,unspecified,1531,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",232.000000,261.000000,122.993329,1169.809338,732.248843,227.000000,262.000000,123.708135,1167.557448,733.894172,0.979164,2.788928,0.011272,5.000000,-1.000000,-0.714806,157.000000,163.000000,78.881694,1163.940250,730.635103,158.000000,152.000000,78.343163,1163.349704,728.801162,0.957404,1.926677,0.007787,-1.000000,11.000000,0.538531,0.624521,0.580153,0.044368,0.411329,0.401057,0.010272,0.000000,
108_os_1,main,unspecified,1529,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",214.000000,284.000000,122.865155,677.461381,686.954244,219.000000,278.000000,122.310785,680.624282,685.456594,0.969764,3.499556,0.014306,-5.000000,6.000000,0.554371,146.000000,179.000000,79.171701,679.603037,688.177991,131.000000,158.000000,68.978955,692.715815,688.752743,0.839319,13.125368,0.053656,15.000000,21.000000,10.192747,0.630282,0.568345,0.061936,0.415224,0.318056,0.097168,0.000000,
108_os_2,main,unspecified,1529,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",227.000000,286.000000,127.278219,316.515061,760.795080,210.000000,281.000000,120.533397,308.750712,767.675343,0.933278,10.374157,0.043034,17.000000,5.000000,6.744822,152.000000,167.000000,79.272150,323.308327,759.051261,115.000000,150.000000,64.352246,323.576633,766.071560,0.794272,7.025424,0.029143,37.000000,17.000000,14.919904,0.583916,0.533808,0.050108,0.387912,0.285044,0.102867,0.000000,
108_os_3,main,unspecified,1529,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",223.000000,279.000000,125.444354,351.742319,749.388373,208.000000,273.000000,119.505689,345.471460,749.983752,0.947489,6.299059,0.026355,15.000000,6.000000,5.938665,164.000000,173.000000,80.864331,361.814243,749.641046,140.000000,183.000000,80.422252,358.836458,752.934347,0.929666,4.439937,0.018576,24.000000,-10.000000,0.442079,0.620072,0.670330,-0.050258,0.415539,0.452872,-0.037333,0.000000,
109_od_1,main,unspecified,2101,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",286.000000,296.000000,144.796814,1590.254346,1003.172879,280.000000,284.000000,138.748202,1580.121083,1008.705832,0.940196,11.545414,0.041606,6.000000,12.000000,6.048612,163.000000,156.000000,78.310652,1577.761653,1005.674556,85.000000,74.000000,39.874276,1594.684885,997.897297,0.411772,18.624756,0.067117,78.000000,82.000000,38.436376,0.527027,0.260563,0.266464,0.292499,0.082591,0.209908,0.000000,
109_od_3,main,unspecified,2102,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",288.000000,299.000000,145.971449,1580.835196,1019.991022,268.000000,280.000000,137.774357,1574.739356,1018.772492,0.941717,6.216436,0.022560,20.000000,19.000000,8.197092,159.000000,152.000000,76.652999,1569.364375,1019.880492,97.000000,94.000000,46.956710,1576.155334,1013.619316,0.545734,9.236853,0.033522,62.000000,58.000000,29.696289,0.508361,0.335714,0.172647,0.275754,0.116161,0.159594,0.000000,
109_os_1,main,unspecified,2101,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",324.000000,285.000000,148.637992,470.253530,922.715595,341.000000,268.000000,146.119656,469.094251,928.073484,0.946616,5.481870,0.018758,-17.000000,17.000000,2.518336,159.000000,151.000000,73.951891,484.164542,924.025610,132.000000,110.000000,58.018334,477.579574,913.609929,0.761205,12.322670,0.042166,27.000000,41.000000,15.933557,0.529825,0.410448,0.119377,0.247536,0.157657,0.089879,0.000000,
109_os_3,main,unspecified,2101,expert1,graded,"probabilities to native, bilinear, thresholded there, and these numbers were measured from the outlines that run kept",325.000000,291.000000,148.473004,515.262324,896.091561,318.000000,255.000000,140.424283,519.151318,899.562995,0.935101,5.212977,0.018562,7.000000,36.000000,8.048721,152.000000,147.000000,70.674739,525.417729,888.021922,153.000000,105.000000,61.185313,528.496471,885.480911,0.841292,3.991916,0.014214,-1.000000,42.000000,9.489426,0.505155,0.411765,0.093390,0.226586,0.189850,0.036736,0.000000,
