key,subset,split,grade,grade_source,pad_fraction,readers,outcome,verdict,carried_by_its_pipeline,gradeable,bad,good,usable,note
test_glaucoma_42,cfp,test,bad,published,0.0013,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.006730,0.993270,0.000080,0.006651,
test_glaucoma_43,cfp,test,bad,published,0.0039,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.031247,0.968753,0.003112,0.028135,
test_glaucoma_44,cfp,test,bad,published,0.0039,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.116424,0.883576,0.033515,0.082909,
test_glaucoma_45,cfp,test,bad,published,0.0020,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.028220,0.971780,0.003147,0.025073,
test_glaucoma_46,cfp,test,bad,published,0.0040,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.003664,0.996336,0.000067,0.003597,
test_glaucoma_47,cfp,test,bad,published,0.0026,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.011362,0.988638,0.000212,0.011151,
test_glaucoma_48,cfp,test,bad,published,0.0464,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.013530,0.986470,0.000627,0.012903,
test_glaucoma_49,cfp,test,bad,published,0.0026,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.035213,0.964787,0.000833,0.034380,
test_glaucoma_50,cfp,test,bad,published,0.0033,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.053579,0.946421,0.001641,0.051938,
test_glaucoma_51,cfp,test,bad,published,0.0065,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.049673,0.950327,0.009493,0.040180,
test_glaucoma_52,cfp,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.058473,0.941527,0.001566,0.056907,
test_healthy_22,cfp,test,good,published,0.0052,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.999044,0.000956,0.914290,0.084754,
test_healthy_23,cfp,test,good,published,0.0046,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.975530,0.024470,0.724721,0.250808,
test_healthy_24,cfp,test,good,published,0.0046,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,,0.829629,0.170371,0.129025,0.700604,
test_healthy_25,cfp,test,good,published,0.0052,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.965307,0.034693,0.809225,0.156082,
test_healthy_26,cfp,test,good,published,0.0065,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.998549,0.001451,0.978976,0.019573,
test_local1_160,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.041789,0.958211,0.006147,0.035642,
test_local1_161,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.022421,0.977579,0.001118,0.021303,
test_local1_162,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.032542,0.967458,0.000680,0.031862,
test_local1_163,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.027382,0.972618,0.002906,0.024476,
test_local1_164,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.045591,0.954409,0.000940,0.044652,
test_local1_165,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.038842,0.961158,0.005622,0.033220,
test_local1_166,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.030799,0.969201,0.003716,0.027083,
test_local1_167,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.034573,0.965427,0.003792,0.030782,
test_local1_168,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.041789,0.958211,0.006147,0.035642,
test_local1_169,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.032542,0.967458,0.000680,0.031862,
test_local1_170,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.019127,0.980873,0.000512,0.018615,
test_local1_171,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.035891,0.964109,0.002433,0.033458,
test_local1_172,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.040076,0.959924,0.005227,0.034849,
test_local1_173,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.020343,0.979657,0.000940,0.019403,
test_local1_174,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.084751,0.915249,0.014274,0.070477,
test_local1_175,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.045559,0.954441,0.003417,0.042142,
test_local1_176,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.024162,0.975838,0.000822,0.023340,
test_local1_177,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.025378,0.974622,0.002601,0.022776,
test_local1_178,local1,test,good,published,0.0000,annotator1=bad;annotator2=good;annotator3=bad;consensus=good,graded,bad,,0.167822,0.832178,0.039734,0.128088,
test_local1_179,local1,test,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.983532,0.016468,0.978055,0.005477,
test_local1_180,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.348024,0.651976,0.031664,0.316360,
test_local1_181,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.035706,0.964294,0.001201,0.034505,
test_local1_182,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.099833,0.900167,0.004538,0.095295,
test_local1_183,local1,test,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.999495,0.000505,0.994558,0.004937,
test_local1_184,local1,test,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.719971,0.280029,0.497939,0.222032,
test_local1_185,local1,test,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,,0.316004,0.683996,0.067283,0.248722,
test_local1_186,local1,test,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,,0.233870,0.766130,0.029777,0.204093,
test_local1_187,local1,test,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.997004,0.002996,0.981966,0.015038,
test_local1_188,local1,test,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.978009,0.021991,0.929385,0.048623,
test_local1_189,local1,test,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.818297,0.181703,0.663536,0.154761,
test_local1_190,local1,test,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.693625,0.306375,0.551335,0.142290,
test_local1_191,local1,test,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,,0.122211,0.877789,0.056998,0.065213,
test_local1_192,local1,test,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.698242,0.301758,0.492899,0.205343,
test_local1_193,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.045786,0.954214,0.016233,0.029553,
test_local1_194,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.030524,0.969476,0.002363,0.028161,
test_local1_195,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.053273,0.946727,0.002837,0.050436,
test_local1_196,local1,test,good,published,0.0000,annotator1=bad;annotator2=good;annotator3=good;consensus=good,graded,bad,,0.206299,0.793701,0.067982,0.138317,
test_local1_197,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.024345,0.975655,0.000850,0.023494,
test_local1_198,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.023551,0.976449,0.000415,0.023136,
test_local1_199,local1,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.217947,0.782053,0.008501,0.209445,
test_local2_100,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.090597,0.909403,0.004024,0.086573,
test_local2_101,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.026488,0.973512,0.000881,0.025607,
test_local2_102,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.036289,0.963711,0.006417,0.029872,
test_local2_103,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.012191,0.987809,0.000387,0.011804,
test_local2_84,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.054098,0.945902,0.005615,0.048483,
test_local2_85,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.029840,0.970160,0.003468,0.026372,
test_local2_86,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.039481,0.960519,0.008014,0.031467,
test_local2_87,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.005531,0.994469,0.000077,0.005454,
test_local2_88,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.055221,0.944779,0.011979,0.043242,
test_local2_89,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.037499,0.962501,0.003505,0.033993,
test_local2_90,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.050656,0.949344,0.005403,0.045252,
test_local2_91,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.029973,0.970027,0.003188,0.026786,
test_local2_92,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.045034,0.954966,0.003592,0.041442,
test_local2_93,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.026849,0.973151,0.003528,0.023321,
test_local2_94,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.017566,0.982434,0.000332,0.017234,
test_local2_95,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.016287,0.983713,0.000478,0.015808,
test_local2_96,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.026207,0.973793,0.000582,0.025625,
test_local2_97,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.037211,0.962789,0.005600,0.031611,
test_local2_98,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.024615,0.975385,0.002923,0.021692,
test_local2_99,local2,test,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=good;consensus=bad,graded,bad,,0.052500,0.947500,0.001493,0.051007,
train_dr_zju_1,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.747287,0.252713,0.479535,0.267752,
train_dr_zju_100,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.968158,0.031842,0.832280,0.135878,
train_dr_zju_101,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,usable,,0.899445,0.100555,0.310845,0.588600,
train_dr_zju_103,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999253,0.000747,0.950476,0.048777,
train_dr_zju_104,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999709,0.000291,0.991575,0.008134,
train_dr_zju_105,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,usable,,0.951250,0.048750,0.465921,0.485329,
train_dr_zju_106,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,usable,,0.842207,0.157793,0.319398,0.522809,
train_dr_zju_107,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.992642,0.007358,0.894552,0.098090,
train_dr_zju_108,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.998419,0.001581,0.925179,0.073239,
train_dr_zju_109,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.972964,0.027036,0.752401,0.220563,
train_dr_zju_110,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.991557,0.008443,0.791762,0.199795,
train_dr_zju_111,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,usable,,0.925862,0.074138,0.265526,0.660336,
train_dr_zju_112,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999816,0.000184,0.986319,0.013497,
train_dr_zju_113,cfp,train,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,,0.029141,0.970859,0.000478,0.028663,
train_dr_zju_114,cfp,train,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,,0.140001,0.859999,0.003030,0.136971,
train_dr_zju_115,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.991899,0.008101,0.913670,0.078229,
train_dr_zju_116,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.970639,0.029361,0.878048,0.092591,
train_dr_zju_117,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,bad,,0.387624,0.612376,0.009506,0.378119,
train_dr_zju_118,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,usable,,0.644638,0.355362,0.038543,0.606095,
train_dr_zju_119,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999830,0.000170,0.987259,0.012571,
train_dr_zju_12,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,usable,,0.671263,0.328737,0.170530,0.500734,
train_dr_zju_120,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.971355,0.028645,0.697026,0.274329,
train_dr_zju_121,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999819,0.000181,0.995610,0.004209,
train_dr_zju_122,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.998525,0.001475,0.983520,0.015005,
train_dr_zju_123,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999626,0.000374,0.986341,0.013285,
train_dr_zju_124,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999858,0.000142,0.991190,0.008667,
train_dr_zju_125,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999214,0.000786,0.976591,0.022624,
train_dr_zju_126,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999598,0.000402,0.986805,0.012793,
train_dr_zju_127,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,usable,,0.690942,0.309058,0.107042,0.583901,
train_dr_zju_128,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.968243,0.031757,0.855113,0.113130,
train_dr_zju_129,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.880407,0.119593,0.592421,0.287985,
train_dr_zju_13,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,usable,,0.763065,0.236935,0.128487,0.634578,
train_dr_zju_130,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.994502,0.005498,0.969453,0.025048,
train_dr_zju_131,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.996912,0.003088,0.958605,0.038307,
train_dr_zju_132,cfp,train,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,,0.031914,0.968086,0.000647,0.031267,
train_dr_zju_133,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,bad,,0.347726,0.652274,0.047349,0.300377,
train_dr_zju_134,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.937781,0.062219,0.679129,0.258651,
train_dr_zju_136,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.983283,0.016717,0.860091,0.123192,
train_dr_zju_138,cfp,train,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,,0.104106,0.895894,0.004479,0.099627,
train_dr_zju_139,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.998955,0.001045,0.972246,0.026709,
train_dr_zju_14,cfp,train,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,,0.190137,0.809863,0.005190,0.184947,
train_dr_zju_140,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.936572,0.063428,0.700942,0.235629,
train_dr_zju_141,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999477,0.000523,0.974152,0.025325,
train_dr_zju_142,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.996835,0.003165,0.958808,0.038028,
train_dr_zju_143,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999913,0.000087,0.995496,0.004417,
train_dr_zju_144,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.997844,0.002156,0.959642,0.038203,
train_dr_zju_145,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.675623,0.324377,0.454166,0.221457,
train_dr_zju_146,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,usable,,0.632878,0.367122,0.203087,0.429792,
train_dr_zju_147,cfp,train,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,,0.021185,0.978815,0.000596,0.020589,
train_dr_zju_148,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999577,0.000423,0.984036,0.015541,
train_dr_zju_149,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.995279,0.004721,0.940895,0.054384,
train_dr_zju_15,cfp,train,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,,0.065685,0.934315,0.002316,0.063368,
train_dr_zju_150,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999245,0.000755,0.978007,0.021238,
train_dr_zju_16,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999144,0.000856,0.986419,0.012725,
train_dr_zju_17,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.986789,0.013211,0.783709,0.203080,
train_dr_zju_18,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,usable,,0.859349,0.140651,0.161045,0.698304,
train_dr_zju_19,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,usable,,0.780370,0.219630,0.119675,0.660695,
train_dr_zju_2,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.993336,0.006664,0.904829,0.088507,
train_dr_zju_20,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.978113,0.021887,0.499350,0.478764,
train_dr_zju_21,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999379,0.000621,0.983634,0.015746,
train_dr_zju_22,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.999867,0.000133,0.992143,0.007724,
train_dr_zju_23,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.998869,0.001131,0.969798,0.029072,
train_dr_zju_24,cfp,train,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,,0.082911,0.917089,0.003101,0.079811,
train_dr_zju_25,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.957871,0.042129,0.787240,0.170632,
train_dr_zju_26,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,bad,,0.280887,0.719113,0.012851,0.268036,
train_dr_zju_27,cfp,train,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,,0.033831,0.966169,0.003015,0.030816,
train_dr_zju_28,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,usable,,0.633891,0.366109,0.048698,0.585193,
train_dr_zju_29,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,usable,,0.592865,0.407135,0.064638,0.528227,
train_dr_zju_3,cfp,train,bad,published,0.0000,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,,0.282247,0.717753,0.015711,0.266536,
train_dr_zju_30,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,good,,0.986126,0.013874,0.928568,0.057557,
train_dr_zju_31,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,usable,,0.805141,0.194859,0.297962,0.507179,
train_dr_zju_32,cfp,train,good,published,0.0000,annotator1=good;annotator2=good;annotator3=good,graded,usable,,0.774059,0.225941,0.228490,0.545569,
