key,grade,readers,outcome,verdict,gradeable,bad,good,usable,note
train_dr_zju_124,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999896,0.000104,0.993259,0.006637,
train_dr_zju_125,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999337,0.000663,0.977394,0.021943,
train_dr_zju_126,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999550,0.000450,0.985147,0.014403,
train_dr_zju_127,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.711076,0.288924,0.113808,0.597269,
train_dr_zju_128,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.974574,0.025426,0.864279,0.110296,
train_dr_zju_129,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.883022,0.116978,0.594995,0.288027,
train_dr_zju_13,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.763065,0.236935,0.128487,0.634578,
train_dr_zju_130,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.995531,0.004469,0.974136,0.021395,
train_dr_zju_131,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.998696,0.001304,0.972921,0.025775,
train_dr_zju_132,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.028510,0.971490,0.000527,0.027983,
train_dr_zju_133,good,annotator1=good;annotator2=good;annotator3=good,graded,bad,0.332644,0.667356,0.040959,0.291685,
train_dr_zju_134,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.937781,0.062219,0.679129,0.258651,
train_dr_zju_136,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.983283,0.016717,0.860091,0.123192,
train_dr_zju_138,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.106413,0.893587,0.003484,0.102929,
train_dr_zju_139,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999028,0.000972,0.975265,0.023763,
train_dr_zju_14,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.193573,0.806427,0.004882,0.188691,
train_dr_zju_140,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.936254,0.063746,0.708682,0.227573,
train_dr_zju_141,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999484,0.000516,0.977625,0.021860,
train_dr_zju_142,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.996988,0.003012,0.960432,0.036556,
train_dr_zju_143,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999913,0.000087,0.995496,0.004417,
train_dr_zju_144,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.997844,0.002156,0.959642,0.038203,
train_dr_zju_145,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.667678,0.332322,0.434453,0.233225,
train_dr_zju_146,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.648761,0.351239,0.203403,0.445357,
train_dr_zju_147,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.024032,0.975968,0.000693,0.023339,
train_dr_zju_148,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999572,0.000428,0.982901,0.016670,
train_dr_zju_149,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.995754,0.004246,0.945958,0.049795,
train_dr_zju_15,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.065685,0.934315,0.002316,0.063368,
train_dr_zju_150,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999201,0.000799,0.977663,0.021537,
train_dr_zju_16,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999144,0.000856,0.986419,0.012725,
train_dr_zju_17,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.986789,0.013211,0.783709,0.203080,
train_dr_zju_18,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.859948,0.140052,0.159640,0.700308,
train_dr_zju_19,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.780370,0.219630,0.119675,0.660695,
train_dr_zju_2,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.993336,0.006664,0.904829,0.088507,
train_dr_zju_20,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.978113,0.021887,0.499350,0.478764,
train_dr_zju_21,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999477,0.000523,0.984962,0.014515,
train_dr_zju_22,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999880,0.000120,0.992596,0.007284,
train_dr_zju_23,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.998735,0.001265,0.970139,0.028596,
train_dr_zju_24,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.082911,0.917089,0.003101,0.079811,
train_dr_zju_25,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.957871,0.042129,0.787240,0.170632,
train_dr_zju_26,good,annotator1=good;annotator2=good;annotator3=good,graded,bad,0.291100,0.708900,0.012224,0.278876,
train_dr_zju_27,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.030837,0.969163,0.002627,0.028210,
train_dr_zju_28,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.642405,0.357595,0.054251,0.588153,
train_dr_zju_29,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.596593,0.403407,0.056547,0.540046,
train_dr_zju_3,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.282247,0.717753,0.015711,0.266536,
train_dr_zju_30,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.986126,0.013874,0.928568,0.057557,
train_dr_zju_31,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.805141,0.194859,0.297962,0.507179,
train_dr_zju_32,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.774059,0.225941,0.228490,0.545569,
train_dr_zju_33,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.400892,0.599108,0.014053,0.386839,
train_dr_zju_34,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.845399,0.154601,0.180734,0.664665,
train_dr_zju_35,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.662387,0.337613,0.104306,0.558082,
train_dr_zju_36,good,annotator1=good;annotator2=good;annotator3=good,graded,bad,0.275682,0.724318,0.021308,0.254374,
train_dr_zju_38,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999678,0.000322,0.995230,0.004449,
train_dr_zju_39,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999726,0.000274,0.993494,0.006232,
train_dr_zju_4,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999604,0.000396,0.979522,0.020081,
train_dr_zju_40,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999822,0.000178,0.998146,0.001676,
train_dr_zju_41,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999887,0.000113,0.997649,0.002239,
train_dr_zju_42,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.930966,0.069034,0.716325,0.214642,
train_dr_zju_43,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.983211,0.016789,0.912453,0.070758,
train_dr_zju_44,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.107948,0.892052,0.007698,0.100250,
train_dr_zju_45,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999851,0.000149,0.990769,0.009081,
train_dr_zju_46,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999951,0.000049,0.995087,0.004863,
train_dr_zju_48,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.570717,0.429283,0.081851,0.488866,
train_dr_zju_49,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.764424,0.235576,0.504756,0.259668,
train_dr_zju_5,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.079240,0.920760,0.002765,0.076475,
train_dr_zju_50,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.775422,0.224578,0.599377,0.176046,
train_dr_zju_51,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.263288,0.736712,0.016820,0.246468,
train_dr_zju_52,good,annotator1=good;annotator2=good;annotator3=good,graded,bad,0.332191,0.667809,0.055204,0.276987,
train_dr_zju_53,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.147029,0.852971,0.003146,0.143883,
train_dr_zju_54,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.870933,0.129067,0.427010,0.443923,
train_dr_zju_56,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.110231,0.889769,0.002045,0.108186,
train_dr_zju_58,good,annotator1=good;annotator2=good;annotator3=good,graded,bad,0.444547,0.555453,0.091963,0.352584,
train_dr_zju_59,good,annotator1=good;annotator2=good;annotator3=good,graded,bad,0.512627,0.487373,0.051172,0.461455,
train_dr_zju_6,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.989863,0.010137,0.916903,0.072960,
train_dr_zju_60,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.816750,0.183250,0.532465,0.284285,
train_dr_zju_61,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.653951,0.346049,0.215701,0.438250,
train_dr_zju_62,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.990770,0.009230,0.778886,0.211884,
train_dr_zju_63,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.794621,0.205379,0.304459,0.490162,
train_dr_zju_64,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.472688,0.527312,0.030444,0.442244,
train_dr_zju_65,good,annotator1=good;annotator2=good;annotator3=good,graded,bad,0.446140,0.553860,0.064278,0.381861,
train_dr_zju_66,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999893,0.000107,0.986558,0.013335,
train_dr_zju_67,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999199,0.000801,0.939594,0.059605,
train_dr_zju_68,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.995529,0.004471,0.925956,0.069573,
train_dr_zju_69,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.217717,0.782283,0.022472,0.195245,
train_dr_zju_7,good,annotator1=good;annotator2=good;annotator3=good,graded,bad,0.444789,0.555211,0.017725,0.427064,
train_dr_zju_71,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.993991,0.006009,0.908197,0.085794,
train_dr_zju_72,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.872556,0.127444,0.777376,0.095181,
train_dr_zju_73,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.897162,0.102838,0.042267,0.854895,
train_dr_zju_74,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.946781,0.053219,0.582245,0.364535,
train_dr_zju_75,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.997001,0.002999,0.941878,0.055123,
train_dr_zju_76,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.217478,0.782522,0.041064,0.176414,
train_dr_zju_77,good,annotator1=good;annotator2=good;annotator3=good,graded,bad,0.455166,0.544834,0.017887,0.437280,
train_dr_zju_78,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.693635,0.306365,0.244278,0.449356,
train_dr_zju_8,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.996590,0.003410,0.904960,0.091630,
train_dr_zju_80,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.996343,0.003657,0.876519,0.119825,
train_dr_zju_81,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.994899,0.005101,0.928363,0.066536,
train_dr_zju_83,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.268263,0.731737,0.019727,0.248536,
train_dr_zju_84,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.436101,0.563899,0.004060,0.432041,
train_dr_zju_85,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.067889,0.932111,0.007800,0.060088,
train_dr_zju_86,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.034062,0.965938,0.001067,0.032995,
train_dr_zju_87,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,bad,0.044365,0.955635,0.001429,0.042935,
train_dr_zju_88,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.994264,0.005736,0.910506,0.083759,
train_dr_zju_90,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999386,0.000614,0.971365,0.028021,
train_dr_zju_91,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.997039,0.002961,0.888508,0.108531,
train_dr_zju_92,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.997871,0.002129,0.975143,0.022728,
train_dr_zju_93,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.998993,0.001007,0.979535,0.019459,
train_dr_zju_94,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.997208,0.002792,0.840751,0.156457,
train_dr_zju_95,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.991315,0.008685,0.846148,0.145167,
train_dr_zju_96,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.999455,0.000545,0.963255,0.036200,
train_dr_zju_97,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.993247,0.006753,0.899231,0.094017,
train_dr_zju_98,good,annotator1=good;annotator2=good;annotator3=good,graded,usable,0.604557,0.395443,0.157049,0.447508,
train_dr_zju_99,good,annotator1=good;annotator2=good;annotator3=good,graded,good,0.997700,0.002300,0.952066,0.045635,
train_glaucoma_1,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.143634,0.856366,0.010627,0.133007,
train_glaucoma_10,good,annotator1=bad;annotator2=good;annotator3=good;consensus=good,graded,usable,0.666918,0.333082,0.007738,0.659180,
train_glaucoma_11,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.002407,0.997593,0.000013,0.002393,
train_glaucoma_12,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.006585,0.993415,0.000178,0.006407,
train_glaucoma_13,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.306768,0.693232,0.023702,0.283066,
train_glaucoma_14,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.029389,0.970611,0.003774,0.025615,
train_glaucoma_15,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.144193,0.855807,0.003134,0.141060,
train_glaucoma_16,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.024393,0.975607,0.000458,0.023935,
train_glaucoma_17,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.011141,0.988859,0.000500,0.010641,
train_glaucoma_18,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.003544,0.996456,0.000036,0.003508,
train_glaucoma_19,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.003166,0.996834,0.000060,0.003106,
train_glaucoma_2,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.007844,0.992156,0.000198,0.007646,
train_glaucoma_20,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.031771,0.968229,0.004261,0.027510,
train_glaucoma_21,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.020751,0.979249,0.002538,0.018213,
train_glaucoma_22,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.066531,0.933469,0.006318,0.060214,
train_glaucoma_23,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.003685,0.996315,0.000028,0.003657,
train_glaucoma_24,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.005409,0.994591,0.000056,0.005353,
train_glaucoma_25,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.147545,0.852455,0.006332,0.141212,
train_glaucoma_26,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.321435,0.678565,0.042073,0.279362,
train_glaucoma_27,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.035075,0.964925,0.000783,0.034292,
train_glaucoma_28,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.008513,0.991487,0.000198,0.008315,
train_glaucoma_29,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.009485,0.990515,0.000173,0.009313,
train_glaucoma_3,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.003443,0.996557,0.000040,0.003403,
train_glaucoma_30,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.041744,0.958256,0.000801,0.040944,
train_glaucoma_31,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.022958,0.977042,0.002412,0.020546,
train_glaucoma_32,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.009119,0.990881,0.000150,0.008969,
train_glaucoma_33,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.006390,0.993610,0.000044,0.006345,
train_glaucoma_34,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.049433,0.950567,0.008774,0.040658,
train_glaucoma_35,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.015820,0.984180,0.000329,0.015492,
train_glaucoma_36,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.017477,0.982523,0.000517,0.016960,
train_glaucoma_37,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.102217,0.897783,0.000645,0.101572,
train_glaucoma_38,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.014306,0.985694,0.000392,0.013913,
train_glaucoma_39,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.044745,0.955255,0.008327,0.036418,
train_glaucoma_4,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.010432,0.989568,0.000184,0.010248,
train_glaucoma_40,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.011752,0.988248,0.000325,0.011427,
train_glaucoma_41,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.079191,0.920809,0.006520,0.072671,
train_glaucoma_5,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.036544,0.963456,0.000805,0.035740,
train_glaucoma_6,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.033400,0.966600,0.000788,0.032612,
train_glaucoma_7,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.056522,0.943478,0.001798,0.054725,
train_glaucoma_8,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,0.006434,0.993566,0.000025,0.006409,
train_glaucoma_9,good,annotator1=bad;annotator2=bad;annotator3=good;consensus=good,graded,usable,0.818700,0.181300,0.064303,0.754397,
train_healthy_1,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.999476,0.000524,0.986356,0.013120,
train_healthy_10,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.999572,0.000428,0.962060,0.037512,
train_healthy_11,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.999617,0.000383,0.981311,0.018306,
train_healthy_12,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.967067,0.032933,0.483778,0.483289,
train_healthy_13,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.952551,0.047449,0.310148,0.642403,
train_healthy_14,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.999929,0.000071,0.996160,0.003768,
train_healthy_15,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.998440,0.001560,0.983760,0.014680,
train_healthy_16,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.995980,0.004020,0.976231,0.019749,
train_healthy_17,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.999938,0.000062,0.994843,0.005095,
train_healthy_18,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.998915,0.001085,0.977202,0.021713,
train_healthy_19,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.999108,0.000892,0.966755,0.032353,
train_healthy_2,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.999008,0.000992,0.924812,0.074196,
train_healthy_20,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.993154,0.006846,0.821578,0.171576,
train_healthy_21,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.999980,0.000020,0.999195,0.000786,
train_healthy_3,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.997035,0.002965,0.930554,0.066481,
train_healthy_4,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.939839,0.060161,0.738540,0.201299,
train_healthy_5,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.990646,0.009354,0.849248,0.141397,
train_healthy_6,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.920039,0.079961,0.311774,0.608265,
train_healthy_7,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,0.999883,0.000117,0.992109,0.007774,
train_healthy_8,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.901283,0.098717,0.093171,0.808112,
train_healthy_9,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,0.907344,0.092656,0.233598,0.673746,
